id	pali_1	Fin	sbs_class_anki	sbs_category	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	test	sbs_class	count	sbs_audio	move	Feedback
69124	vūpasama 1	sp	2	e	masc		vūpasammati					peace (of); calming (of); subsiding (of); settling (of)			√sam 3 ya (to be calm, tired)		vi + upa + √sam + a		kita	a			vyupaśama	√śam						TH 262	tālapuṭattheragāthā	app'icchatā sappurisehi vaṇṇitā,<br/>makkhappahānaṃ <b>vūpasamo</b> dukhassa,<br/>iti'ssu maṃ citta tadā niyuñjasi,<br/>idāni tvaṃ gacchasi pubbaciṇṇaṃ.				MN 107	gaṇakamoggallānasuttaṃ	Puna caparaṁ, bhikkhave, bhikkhu vitakkavicārānaṃ <b>vūpasamā </b>ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ upasampajja viharati.	Anupubba-sikkhā	The Gradual Training	Teachings	DN 16.37	mahāparinibbānasuttaṃ	aniccā vata saṅkhārā, uppādavayadhammino, uppajjitvā nirujjhanti, tesaṃ <b>vūpasamo</b> sukho	Anicc'ānussati	Recollection of Impermanence	Reflections	AN 4.173	mahākoṭṭhikasuttaṃ	channaṃ phass'āyatanānaṃ asesavirāganirodhā papañcanirodho papañca<b>vūpasamo</b>'ti.				MN 40	cūḷāssapurasuttaṃ	evam'eva kho, bhikkhave, khattiyakulā ce'pi agārasmā anagāriyaṃ pabbajito hoti, so ca tathāgatappaveditaṃ dhammavinayaṃ āgamma, evaṃ mettaṃ karuṇaṃ muditaṃ upekkhaṃ bhāvetvā labhati ajjhattaṃ <b>vūpasamaṃ</b>.				36n	vūpasam	a masc	47	2	206	[sound:vūpasama.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vūpasama 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63477	uppāda 1.1	ss	2		masc		uppajjati					arising (of); appearing (of); coming into being (of); lit. fall up			√pad 3 ya (to go, step)		ud + √pad > pād + *a	d > p<br/>a > ā	kita	*a			utpāda	√pad						DHP 182	buddhavaggo	kiccho manussapaṭilābho,<br/>kicchaṃ maccāna jīvitaṃ,<br/>kicchaṃ saddhammassavanaṃ,<br/>kiccho buddhānam'<b>uppādo</b>.				MN 10.11	mahāsatipaṭṭhānasuttaṃ	yathā ca anuppannassa kāmacchandassa <b>uppādo</b> hoti tañ'ca pajānāti				DN 16.37	mahāparinibbānasuttaṃ	aniccā vata saṅkhārā, <b>uppāda</b>vayadhammino, uppajjitvā nirujjhanti, tesaṃ vūpasamo sukho	Anicc'ānussati	Recollection of Impermanence	Reflections	DN 22.18	mahāsatipaṭṭhānasuttaṃ	anuppannānaṃ kusalānaṃ dhammānaṃ <b>uppādāya</b> chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy'aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							36n	uppād	a masc	47	2	311	[sound:uppāda.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uppāda 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63560	uppanna 1	ssp	2		pp		uppajjati					arisen; appeared; come into being			√pad 3 ya (to go, step)		ud + √pad + na	d > p<br/>d > n	kita	na			utpanna	√pad						SN 56.48	dutiyachiggaḷayugasuttaṃ	tass'idaṃ, bhikkhave, manussattaṃ laddhaṃ, tathāgato loke <b>uppanno</b> arahaṃ sammāsambuddho, tathāgatappavedito ca dhammavinayo loke dibbati.				SN 35.247	chappāṇakasuttaṃ	tañ'ca cetovimuttiṃ paññāvimuttiṃ yathābhūtaṃ nappajānāti, yatth'assa te <b>uppannā</b> pāpakā akusalā dhammā aparisesā nirujjhanti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	<b>uppannānaṃ</b> pāpakānaṃ akusalānaṃ dhammānaṃ pahānāya chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy'aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 10.8	sudattasuttaṃ	buddho kira loke <b>uppanno</b>'ti. tāva'd'eva ca pana bhagavantaṃ dassanāya upasaṅkamitu'kāmo hoti.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū <b>uppannāya</b> taṇhāya ponobhavikāya na vasaṃ gacchissanti, vuddhi'y'eva pāṭikaṅkhā no parihāni	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	uppann	a pp	47	11	1029	[sound:uppanna.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uppanna 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
45074	paṭinissagga	ps	2		masc		paṭinissajjati					giving up (of); relinquishing (of); dropping (of); abandoning (of)			√sajj 1 a (to relinquish, let loose)		pati + nī + √sajj > sagg + a	īs > iss<br/>jj > gg	kita	a			pratiniḥsṛjya	√sṛj						DHP 89	paṇḍitavaggo	yesaṃ sambodhi'y'aṅgesu,<br/>sammā cittaṃ subhāvitaṃ,<br/>ādāna<b>paṭinissagge</b>,<br/>anupādāya ye ratā,<br/>khīṇ'āsavā jutimanto,<br/>te loke parinibbutā.				MN 64	mahāmālukyasuttaṃ	etaṃ santaṃ etaṃ paṇītaṃ yadidaṃ sabbasaṅkhārasamatho sabba-upadhi-<b>paṭinissaggo</b> taṇhākkhayo virāgo nirodho nibbānan'ti				MN 118	ānāpānassatisuttaṃ	<b>paṭinissagg'</b>ānupassī assasissāmī'ti sikkhati, <b>paṭinissagg'</b>ānupassī passasissāmī'ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings	SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ, yo tassā'y'eva taṇhāya asesavirāganirodho cāgo <b>paṭinissaggo</b> mutti anālayo.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							22n	paṭinissagg	a masc	47	2	152	[sound:paṭinissagga.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭinissagga&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
37733	nirodha	ssp	2		masc		nirundhati					ending (of); cessation (of); termination (of); finishing (of)			√rudh 2 ṃa (to obstruct)		ni + √rudh > rodh + *a	u > o	kita	*a			nirodha	√rudh		(MW) confinement, locking up, imprisonment	(MW) locking up			AN 3.91	dutiya sikkhattayasuttaṃ	viññāṇassa <b>nirodhena</b>,<br/>taṇhākkhayavimuttino,<br/>pajjotass'eva nibbānaṃ,<br/>vimokkho hoti cetaso'ti.				SN 22.57	sattaṭṭhānasuttaṃ	ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā evaṃ rūpaṃ abhiññāya ... rūpassa nibbidāya virāgāya <b>nirodhāya</b> paṭipannā, te suppaṭipannā.				MN 118	ānāpānassatisuttaṃ	<b>nirodha</b>-anupassī assasissāmī'ti sikkhati, <b>nirodha</b>-anupassī passasissāmī'ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings	DN 22.18	mahāsatipaṭṭhānasuttaṃ	yaṃ kho bhikkhave dukkhe ñāṇaṃ, dukkhasamudaye ñāṇaṃ, dukkha<b>nirodhe</b> ñāṇaṃ, dukkha<b>nirodha</b>gāminiyā paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.	Ariy'aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							21n	nirodh	a masc	47	2	604	[sound:nirodha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nirodha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
29073	khaya	sp	2		masc		khīyati				+gen	wearing away (of); exhaustion (of); erosion (of); depletion (of); slow destruction (of)			√khī 1 a (to destroy, exhaust)		√khī > khay + *a	ī > ay	kita	*a			kṣaya	√kṣi						ITI 16	paṭhamasekhasuttaṃ	yoniso manasikāro,<br/>dhammo sekhassa bhikkhuno,<br/>n'atth'añño evaṃ bahukāro,<br/>uttam'atthassa pattiyā,<br/>yoniso padahaṃ bhikkhu,<br/><b>khayaṃ</b> dukkhassa pāpuṇe'ti.				AN 10.51	sacittasuttaṃ	tena, bhikkhave, bhikkhunā tesu'y'eva kusalesu dhammesu patiṭṭhāya uttari āsavānaṃ <b>khayāya</b> yogo karaṇīyo'ti.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	<b>khayaṃ</b> virāgaṃ amataṃ paṇītaṃ, <br/>yad'ajjhagā sakyamunī samāhito. <br/>na tena dhammena sam'atthi kiñci	Ratana-sutta		Protective Recitations	MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato āsavānaṃ <b>khayaṃ</b> vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ.										52n	khay	a masc	47	2	514	[sound:khaya.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khaya&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
25003	itipi	ps	2		sandhi	ind + ind						(item being named); it is so; thus; just like this					iti + api						iti + api							MN 39	mahāassapurasuttaṃ	ayaṃ vuccati, bhikkhave, bhikkhu samaṇo <b>iti'pi</b> brāhmaṇo <b>iti'pi</b> nhātako <b>iti'pi</b> vedagū <b>iti'pi</b> sottiyo <b>iti'pi</b> ariyo <b>iti'pi</b> arahaṃ <b>iti'pi</b>				MN 25	nivāpasuttaṃ	api ca kho evaṃdiṭṭhikā ahesuṃ, sassato loko <b>iti'pi</b>, asassato loko <b>iti'pi</b>, antavā loko <b>iti'pi</b>, anantavā loko <b>iti'pi</b>, taṃ jīvaṃ taṃ sarīraṃ <b>iti'pi</b>, aññaṃ jīvaṃ aññaṃ sarīraṃ <b>iti'pi</b>, hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, na hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, hoti ca na ca hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, n'eva hoti na na hoti tathāgato paraṃ maraṇā <b>iti'pi</b>				SN 11.3	dhajaggasuttaṃ	<b>iti'pi</b> so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	SN 12.61	assutavāsuttaṃ	vuccati cittaṃ <b>iti'pi</b>, mano <b>iti'pi</b>, viññāṇaṃ <b>iti'pi</b>, taṃ rattiyā ca divasassa ca aññadeva uppajjati aññaṃ nirujjhati.										55n	-		47			[sound:itipi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=itipi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
21293	ehi	ss	2	e	imp	2nd sg	etu			intrans		come!			√i 1 a (to come, go)	√i + a > e	e + hi	i > e					ehi	√i						SN 21.10	theranāmakasuttaṃ	atha kho bhagavā aññataraṃ bhikkhuṃ āmantesi, <b>ehi</b> tvaṃ, bhikkhu, mama vacanena theraṃ bhikkhuṃ āmantehi, satthā taṃ, āvuso thera, āmantetī'ti.				MN 40	cūḷāssapurasuttaṃ	tam'enaṃ mittāmaccā ñātisālohitā jātam'eva naṃ saṅghāṭikaṃ kareyyuṃ, saṅghāṭikattam'eva samādapeyyuṃ, <b>ehi</b> tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati				MN 107	gaṇakamoggallānasuttaṃ	<b>ehi</b> tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī.	Anupubba-sikkhā	The Gradual Training	Teachings	SN 11.3	dhajaggasuttaṃ	svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko <b>ehi</b>passiko opanayiko paccattaṃ veditabbo viññūhi	Dhamm'ābhitthuti	Homage to the Dhamma	Homage to the Triple Gem							03n	!*	eti pr 2	47	3	352	[sound:ehi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ehi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
12504	avijjā	pss	2		fem		√vid	neg				ignorance; illusion; not knowing; not understanding			√vid 3 ya (to know, understand)		na > a + √vid + yā	dy > jj	kita	yā	kammadhāraya	na + vijjā	avidyā	√vid						AN 10.13	saṃyojanasuttaṃ	rūparāgo, arūparāgo, māno, uddhaccaṃ, <b>avijjā</b>, imāni pañc'uddham'bhāgiyāni saṃyojanāni.				SNP 56	ajita māṇava pucchā<br/>pārāyanavaggo 1	<b>avijjāya</b> nivuto loko,<br/>vevicchā pamādā nappakāsati,<br/>japp'ābhilepanaṃ brūmi,<br/>dukkham'assa mahabbhayaṃ.				SN 12.2	vibhaṅgasuttaṃ	<b>avijjā</b>paccayā saṅkhārā, saṅkhārapaccayā viññāṇaṃ, viññāṇapaccayā nāmarūpaṃ, nāmarūpapaccayā saḷ'āyatanaṃ, saḷ'āyatanapaccayā phasso, phassapaccayā vedanā	Paṭicca-samuppāda	Dependent Origination	Teachings	AN 10.61	avijjāsuttaṃ	<b>avijjam</b>'p'āhaṃ sāhāraṃ vadāmi, no anāhāraṃ. ko c'āhāro <b>avijjāya</b>? pañca nīvaraṇā'ti'ssa vacanīyaṃ.				SN 12.2	vibhaṅgasuttaṃ	<b>avijjāya</b> tv'eva asesavirāganirodhā, saṅkhāranirodho, saṅkhāranirodhā, viññāṇanirodho, viññāṇanirodhā, nāmarūpanirodho, nāmarūpanirodhā	Paṭicca-samuppāda	Dependent Origination	Teachings	23n	avijj	ā fem	47	7	278	[sound:avijjā.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=avijjā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
9325	arahaṃ	ps	2		masc	nom sg, irreg	arahant					enlightened being; fourth stage of the path; lit. worthy one			√arah 1 a (to deserve, be worthy)		√arah + ant + aṃ<br/>arahant + aṃ						arha	√arh						SN 42.6	asibandhakaputtasuttaṃ	bhagavā pana, bhante, <b>arahaṃ</b> sammāsambuddho pahoti tathā kātuṃ yathā sabbo loko kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjeyyā'ti?				MN 39	mahāassapurasuttaṃ	ayaṃ vuccati, bhikkhave, bhikkhu samaṇo iti'pi brāhmaṇo iti'pi nahātako iti'pi vedagū iti'pi sottiyo iti'pi ariyo iti'pi <b>arahaṃ</b> iti'pi				SN 11.3	dhajaggasuttaṃ	<b>arahaṃ</b> sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem													02n	!*	arahant masc	47			[sound:arahaṃ.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=arahaṃ&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
66813	vijjācaraṇasampanna	s	2		adj	comp						endowed with knowledge and conduct; accomplished in understanding and action; perfect in wisdom and moral conduct					vijjā + caraṇa + sampanna				tatiyā tappurisa	vijjācaraṇ<b>ena</b> + sampanna	vidyācaraṇasampanna		sampannavijjācaraṇa	(ANa) <b>vijjācaraṇasampanno</b>'ti tīhi vijjāhi ca pañcadasahi caraṇadhammehi ca samannāgato.	see MN 53 Sekhasuttaṃ for a good definition of <i>vijjācaraṇasampanno</i>			MN 140	dhātuvibhaṅgasuttaṃ	iti'pi so bhagavā arahaṃ sammāsambuddho <b>vijjācaraṇasampanno</b> sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	MN 53	sekhasuttaṃ	khattiyo seṭṭho janetasmiṃ,<br/>ye gottapaṭisārino,<br/><b>vijjācaraṇasampanno</b>,<br/>so seṭṭho devamānuse'ti.																						02n	vijjācaraṇasampann	a adj	47			[sound:vijjācaraṇasampanna.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vijjācaraṇasampanna&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
56512	sokaparideva	np	2		masc	comp						sorrow and mourning; sadness and crying					soka + parideva				dvanda	soka <b>ca</b> parideva <b>ca</b>	śoka + parideva		sokapariddava					AN 9.37	ānandasuttaṃ	acchariyaṃ, āvuso, abbhutaṃ, āvuso! yāvañ'c'idaṃ tena bhagavatā jānatā passatā arahatā sammāsambuddhena sambādhe okās'ādhigamo anubuddho sattānaṃ visuddhiyā <b>sokaparidevānaṃ</b> samatikkamāya dukkhadomanassānaṃ atthaṅ'gamāya ñāyassa adhigamāya nibbānassa sacchikiriyāya.																													sokaparidev	a masc	47			[sound:sokaparideva.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sokaparideva&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
31570	lokavidū	ps	2		masc	comp						who understands the world; who knows the world; epithet of the Buddha					loka + vidū				dutiyā tappurisa	lok<b>aṃ</b> + vidū	loka + vidu							AN 3.40	ādhipateyyasuttaṃ	pasayha māraṃ abhibhuyya antakaṃ,<br/>yo ca phusī jātikkhayaṃ padhānavā,<br/>so tādiso <b>lokavidū</b> sumedho,<br/>sabbesu dhammesu atammayo munī'ti.				MN 140	dhātuvibhaṅgasuttaṃ	iti'pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato <b>lokavidū</b> anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem																			02n	lokavid	ū masc	47	6	96	[sound:lokavidū.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=lokavidū&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
47846	purisadammasārathi	ps	2		masc	comp						trainer of tameable persons					purisa + damma + sārathi				chaṭṭhī tappurisa	purisadamm<b>ānaṃ</b> + sārathi			purisadammasārathī					MN 137	saḷāyatanavibhaṅgasuttaṃ	tatra idaṃ nissāya idaṃ pajahatha, tayo satipaṭṭhānā yadariyo sevati yadariyo sevamāno satthā gaṇam'anusāsitum'arahati, so vuccati yoggācariyānaṃ anuttaro <b>purisadammasārathī</b>'ti, ayam'uddeso saḷ'āyatanavibhaṅgassa.				MN 7	vatthasuttaṃ	so buddhe aveccappasādena samannāgato hoti, iti'pi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro <b>purisadammasārathi</b> satthā devamanussānaṃ buddho bhagavā'ti.	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem																			02n	purisadammasārath	i masc	47			[sound:purisadammasārathi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=purisadammasārathi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
41622	pānīyathālaka	p	2		masc	comp						water cup; drinking bowl					pānīya + thālaka				catutthī tappurisa	pānīy<b>assa</b> + thālaka	pānīya + sthāla, sthālaka (bsk)							VIN PAT SE 55	sāmisasikkhāpadaṃ	na s'āmisena hatthena <b>pānīyathālakaṃ</b> paṭiggahessāmī'ti sikkhā karaṇīyā.				VIN 2.7.6	surusuruvaggo	tena kho pana samayena bhikkhū kokanade pāsāde s'āmisena hatthena <b>pānīyathālakaṃ</b> paṭiggaṇhanti																							pānīyathālak	a masc	47			[sound:pānīyathālaka.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=pānīyathālaka&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
44741	paṭiggaheti	pp	2		pr					trans	+acc	takes; accepts; receives			√gah 6 ṇhā (to grasp)	√gah + ṇhā > gaṇhā > gahe (irreg)	pati + gahe + ti						pratigrāhayati	√grah √grabh						VIN PAT SE 27	sakkaccapaṭiggahaṇasikkhāpadaṃ	sakkaccaṃ piṇḍapātaṃ <b>paṭiggahessāmī</b>'ti sikkhā karaṇīyā.				VIN PAT SE 55	sāmisasikkhāpadaṃ	na s'āmisena hatthena pānīyathālakaṃ <b>paṭiggahessāmī</b>'ti sikkhā karaṇīyā.																							paṭiggah	eti pr	47		30	[sound:paṭiggaheti.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭiggaheti&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
35279	namo	s	2		ind	excl, nom sg	namas				+dat	reverence (to); veneration (to); homage (to); lit. bow			√nam 1 a (to bend)		√nam + as + o<br/>namas + o						namas	√nam						DN 21.8	sakkapañhasuttaṃ	<b>namo</b> tassa bhagavato arahato sammāsambuddhassa	Pubbabhāga-namakāra	Preliminary Homage	Homage to the Triple Gem																									02n	-		47			[sound:namo.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=namo&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15602	cāga 1	ps	2		masc		cajati					giving up; relinquishing; abandoning			√caj 1 a (to give up, let go)		√caj > cāg + *a	a > ā<br/>j > g	kita	*a			tyaj; tyāga	√tyaj						MN 140	dhātuvibhaṅgasuttaṃ	tasmā evaṃ samannāgato bhikkhu iminā paramena cāg'ādhiṭṭhānena samannāgato hoti. eso hi, bhikkhu, paramo ariyo <b>cāgo</b> yadidaṃ, sabb'ūpadhipaṭinissaggo.				DN 22.17	mahāsatipaṭṭhānasuttaṃ	katamañ'ca, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ? yo tassā'y'eva taṇhāya asesavirāganirodho <b>cāgo</b> paṭinissaggo mutti anālayo	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings																			17n	cāg	a masc	47	2	159	[sound:cāga.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=cāga 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
15981	carati 1.1	nn	2		pr					trans	+acc	walks; wanders; goes around; travels; fares on			√car 1 a (to move, walk)	√car + a > cara	cara + ti						carati	√car						VIN 3.4.4.9	navama sikkhāpadaṃ	tena kho pana samayena bhikkhuniyo antovassaṃ cārikaṃ <b>caranti</b>				TH 179	sāṭimattiyattheragāthā	paccati munino bhattaṃ,<br/>thokaṃ thokaṃ kule kule,<br/>piṇḍikāya <b>carissāmi</b>,<br/>atthi jaṅghābalaṃ mamā'ti.																							car	ati pr	47	3	887	[sound:carati.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=carati 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
22145	gabbha 3	n	2		masc							room; inside room; inner chamber; lit. womb											garbha							VIN 2.5.2.7	anupakhajjasikkhāpadaṃ	nikkaḍḍheyyā'ti <b>gabbhe</b> gahetvā pamukhaṃ nikkaḍḍhati, āpatti pācittiyassa. pamukhe gahetvā bahi nikkaḍḍhati, āpatti pācittiyassa. ekena payogena bahuke'pi dvāre atikkāmeti, āpatti pācittiyassa.				VIN 1.4.1.2	udositasikkhāpadaṃ	aparikkhittaṃ hoti, yasmiṃ <b>gabbhe</b> cīvaraṃ nikkhittaṃ hoti tasmiṃ <b>gabbhe</b> vatthabbaṃ, hatthapāsā vā na vijahitabbaṃ.																							gabbh	a masc	47	2	83	[sound:gabbha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=gabbha 3&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
