id	pali_1	Fin	sbs_class_anki	sbs_category	pos	grammar	derived_from	neg	verb	trans	plus_case	meaning_1	ru_meaning	sbs_meaning	root_pali	root_base	construction	phonetic	derivative	suffix	compound_type	compound_construction	sanskrit	root_sk	variant	commentary	notes	sbs_notes	ru_notes	source_1	sutta_1	example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	source_2	sutta_2	example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	sbs_source_5	sbs_sutta_5	sbs_example_5	sbs_chant_pali_5	sbs_chant_eng_5	sbs_chapter_5	sbs_index	stem	pattern	test	sbs_class	count	sbs_audio	move	Feedback
35070	nakha 1	ps	2		masc							fingernail; toenail											nakha							MN 75	māgaṇḍiyasuttaṃ	seyyathā'pi, māgaṇḍiya, kuṭṭhī puriso arugatto pakkagatto kimīhi khajjamāno <b>nakhehi</b> vaṇamukhāni vippatacchamāno aṅgārakāsuyā kāyaṃ paritāpeyya.				SN 3.11	sattajaṭilasuttaṃ	tena kho pana samayena satta ca jaṭilā satta ca nigaṇṭhā satta ca acelakā satta ca ekasāṭakā satta ca paribbājakā parūḷhakaccha<b>nakha</b>lomā khārivividham'ādāya bhagavato avidūre atikkamanti.				DN 22.5	mahāsatipaṭṭhānasuttaṃ	atthi imasmiṃ kāye kesā lomā <b>nakhā</b> dantā taco maṃsaṃ nhāru aṭṭhi aṭṭhimiñjaṃ vakkaṃ hadayaṃ yakanaṃ kilomakaṃ pihakaṃ papphāsaṃ	Dvattiṃs'ākāra-paccavekkhaṇa	The Thirty-Two Parts	Reflections	SN 20.2	nakhasikhasuttaṃ	taṃ kiṃ maññatha bhikkhave, katamaṃ nu kho bahutaraṃ, yo v'āyaṃ mayā paritto <b>nakha</b>sikhāyaṃ paṃsu āropito ayaṃ vā mahāpathavī'ti?										35n	nakh	a masc	73		32	[sound:nakha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nakha 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
50032	sahāya	ppp	2		masc							friend; companion; ally; fellow traveller; lit. going with					saha + aya				kammadhāraya	saha + aya	sahāya							DHP 328	nāgavaggo	sace labhetha nipakaṃ <b>sahāyaṃ</b>,<br/>saddhiṃcaraṃ sādhuvihāridhīraṃ,<br/>abhibhuyya sabbāni parissayāni,<br/>careyya ten'attamano satīmā.				SN 1.50	ghaṭīkārasuttaṃ	evam'etaṃ purāṇānaṃ,<br/><b>sahāyānaṃ</b> ahu saṅgamo,<br/>ubhinnaṃ bhāvitattānaṃ,<br/>sarīr'antimadhārinan'ti.				DHP 331	nāgavaggo	atthamhi jātamhi sukhā <b>sahāyā</b>, tuṭṭhī sukhā yā itarītarena,<br/>puññaṃ sukhaṃ jīvitasaṅkhayamhi, sabbassa dukkhassa sukhaṃ pahānaṃ.				DHP 329	nāgavaggo	no ce labhetha nipakaṃ <b>sahāyaṃ</b>, saddhiṃcaraṃ sādhuvihāridhīraṃ, <br/>rājā'va raṭṭhaṃ vijitaṃ pahāya, eko care mātaṅg'araññe'va nāgo.				SNP 3	khaggavisāṇasuttaṃ <br/>uragavaggo	pāpaṃ <b>sahāyaṃ</b> parivajjayetha, anatthadassiṃ visame niviṭṭhaṃ.<br/>sayaṃ na seve pasutaṃ pamattaṃ, eko care khaggavisāṇakappo.					sahāy	a masc	73	2	115	[sound:sahāya.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sahāya&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
12181	āvāsa 1	psp	2		masc		āvasati					home (of); dwelling place (of); residence (of)			√vas 1 a (to live)		ā + √vas > vās + *a	a > ā	kita	*a			āvāsa	√vas						DHP 73	bālavaggo	asantaṃ bhāvanam'iccheyya,<br/>purekkhārañ'ca bhikkhusu,<br/><b>āvāsesu</b> ca issariyaṃ,<br/>pūjā parakulesu ca.				UD 45	uposathasuttaṃ	puna caparaṃ, bhikkhave, mahāsamuddo mahataṃ bhūtānaṃ <b>āvāso</b>				AN 4.180	mahāpadesasuttaṃ	asukasmiṃ nāma <b>āvāse</b> saṅgho viharati sathero sapāmokkho. tassa me saṅghassa sammukhā sutaṃ sammukhā paṭiggahitaṃ	Cattāro mahāpadesā	The Four Great References	Teachings	VIN PAT SA 13	kuladūsaka sikkhāpada	pakkamat'āyasmā imamhā <b>āvāsā</b>. alan'te idha vāsenā'ti.				VIN 1.1.4	catutthapārājikaṃ	tena kho pana samayena sambahulā bhikkhū katikaṃ katvā aññatarasmiṃ <b>āvāse</b> vassaṃ upagacchiṃsu				25n	āvās	a masc	73	2	396	[sound:āvāsa.mp3]	ch	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=āvāsa 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
13401	bāla 2	pss	2		masc							fool; idiot; immature person											bāla			(MNa) <b>bāle ca paṇḍite cā</b>'ti bālā ca paṇḍitā ca.	see SCPN §10 (Eastern Forms)			DHP 63	bālavaggo	yo <b>bālo</b> maññati bālyaṃ,<br/>paṇḍito v'āpi tena so,<br/><b>bālo</b> ca paṇḍitamānī,<br/>sa ve <b>bālo</b>'ti vuccati.				DHP 136	daṇḍavaggo	atha pāpāni kammāni,<br/>karaṃ <b>bālo</b> na bujjhati,<br/>sehi kammehi dummedho,<br/>aggidaḍḍho'va tappati.				SNP 16	maṅgalasuttaṃ<br/>cūḷavaggo 4	asevanā ca <b>bālānaṃ</b>, paṇḍitānañ'ca sevanā.<br/>pūjā ca pūjanīyānaṃ, etaṃ maṅgalam'uttamaṃ.	Maṅgala-sutta	The Highest Blessings	Protective Recitations	THI 63	kisāgotamītherīgāthā	kalyāṇamittatā muninā, lokaṃ ādissa vaṇṇitā.<br/>kalyāṇamitte bhajamāno, api <b>bālo</b> paṇḍito assa.				TH 251	raṭṭhapālattheragāthā	alattakakatā pādā, mukhaṃ cuṇṇakamakkhitaṃ. <br/>alaṃ <b>bālassa</b> mohāya, no ca pāragavesino.	Raṭṭhapāla-thera-gāthā	From the Elder Raṭṭhapāla	Verses	51n	bāl	a masc east	73	2	462	[sound:bāla.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=bāla 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
18551	devamanussā	ss	2		masc	pl, comp						gods and human beings; deities and men					deva + manussa + ā<br/>devamanussa + ā				dvanda	devā <b>ca</b> manussā <b>ca</b>	devamanuṣya			(ANa) <b>devamanussānan</b>'ti devānañ'ca manussānañ'ca				DN 14.6	mahāpadānasuttaṃ	caratha, bhikkhave, cārikaṃ bahujanahitāya bahujanasukhāya lok'ānukampāya atthāya hitāya sukhāya <b>devamanussānaṃ</b>, mā ekena dve agamittha	Bodhipakkhiya-dhammā	Requisites for Awakening	Teachings	SNP 58	puṇṇaka māṇava pucchā<br/>pārāyanavaggo 3	te ce n'ātariṃsu yājayogā,<br/>yaññehi jātiñ'ca jarañ'ca mārisa,<br/>atha ko carahi <b>devamanussa</b>loke,<br/>atāri jātiñ'ca jarañ'ca mārisa,<br/>pucchāmi taṃ bhagavā brūhi me taṃ.				SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā <b>devamanussānaṃ</b> buddho bhagavā	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem													02n	devamanuss	a masc pl	73			[sound:devamanussā.mp3]	moved	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=devamanussā&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
57087	sugata 2	ps	2		masc	pp	gata					Fortunate One; epithet of the Buddha; lit. well gone		Accomplished One	√gam 1 a (to go)		su + √gam + ta	mt > t	kita	ta	kammadhāraya	su + gata	sugata	√gam		(THIa) <b>sugatena</b> sammāsambuddhena				DHP 285	maggavaggo	ucchinda sineham'attano,<br/>kumudaṃ sāradikaṃ'va,<br/>santimaggam'eva brūhaya,<br/>nibbānaṃ <b>sugatena</b> desitaṃ.				MN 62	mahārāhulovādasuttaṃ	rūpam'eva nu kho, bhagavā, rūpam'eva nu kho, <b>sugatā</b>'ti? rūpam'pi, rāhula, vedanā'pi, rāhula, saññā'pi, rāhula, saṅkhārā'pi, rāhula, viññāṇam'pi, rāhulā'ti.				SN 11.3	dhajaggasuttaṃ	arahaṃ sammāsambuddho vijjācaraṇasampanno <b>sugato</b> lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	MN 152	indriyabhāvanāsuttaṃ	etassa, bhagavā, kālo, etassa, <b>sugata</b>, kālo yaṃ bhagavā ariyassa vinaye anuttaraṃ indriyabhāvanaṃ deseyya. bhagavato sutvā bhikkhū dhāressantī'ti.										02n	sugat	a masc	73	11	483	[sound:sugata.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sugata 2&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
51872	sammāsambuddha	ps	2		masc	comp						perfectly awakened one; fully enlightened being					sammā + saṃbuddha				kammadhāraya	sammā + saṃbuddha	samyaksambodha							SN 56.48	dutiyachiggaḷayugasuttaṃ	tass'idaṃ, bhikkhave, manussattaṃ laddhaṃ, tathāgato loke uppanno arahaṃ <b>sammāsambuddho</b>, tathāgatappavedito ca dhammavinayo loke dibbati.				TH 172	bākulattheragāthā	susukhaṃ vata nibbānaṃ,<br/><b>sammāsambuddha</b>desitaṃ,<br/>asokaṃ virajaṃ khemaṃ,<br/>yattha dukkhaṃ nirujjhatī'ti.				SN 11.3	dhajaggasuttaṃ	arahaṃ <b>sammāsambuddho</b> vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem	DHP 187	buddhavaggo	api dibbesu kāmesu, ratiṃ so n'ādhigacchati. <br/>taṇha'kkhayarato hoti, <b>sammāsambuddha</b>sāvako										02n	sammāsambuddh	a masc	73			[sound:sammāsambuddha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sammāsambuddha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
51752	sammā 1	ps	2		ind	adv						completely; thoroughly; fully; totally											samyak							DHP 89	paṇḍitavaggo	yesaṃ sambodhi'y'aṅgesu,<br/><b>sammā</b> cittaṃ subhāvitaṃ,<br/>ādānapaṭinissagge,<br/>anupādāya ye ratā,<br/>khīṇ'āsavā jutimanto,<br/>te loke parinibbutā.				SNP 4	kasibhāradvājasuttaṃ<br/>uragavaggo 4	na khv'āhaṃ taṃ, brāhmaṇa, passāmi sadevake loke samārake sabrahmake sassamaṇabrāhmaṇiyā pajāya sadevamanussāya, yassa so pāyaso bhutto <b>sammā</b> pariṇāmaṃ gaccheyya, aññatra tathāgatassa vā tathāgatasāvakassa vā.				SN 11.3	dhajaggasuttaṃ	arahaṃ <b>sammā</b>sambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā	Buddh'ābhitthuti	Homage to the Buddha	Homage to the Triple Gem													02n	-		73	13	989	[sound:sammā.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=sammā 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
69124	vūpasama 1	sp	2		masc		vūpasammati					peace (of); calming (of); subsiding (of); settling (of)			√sam 3 ya (to be calm, tired)		vi + upa + √sam + a		kita	a			vyupaśama	√śam						TH 262	tālapuṭattheragāthā	app'icchatā sappurisehi vaṇṇitā,<br/>makkhappahānaṃ <b>vūpasamo</b> dukhassa,<br/>iti'ssu maṃ citta tadā niyuñjasi,<br/>idāni tvaṃ gacchasi pubbaciṇṇaṃ.				MN 40	cūḷāssapurasuttaṃ	evam'eva kho, bhikkhave, khattiyakulā ce'pi agārasmā anagāriyaṃ pabbajito hoti, so ca tathāgatappaveditaṃ dhammavinayaṃ āgamma, evaṃ mettaṃ karuṇaṃ muditaṃ upekkhaṃ bhāvetvā labhati ajjhattaṃ <b>vūpasamaṃ</b>.				DN 16.37	mahāparinibbānasuttaṃ	aniccā vata saṅkhārā, uppādavayadhammino, uppajjitvā nirujjhanti, tesaṃ <b>vūpasamo</b> sukho	Anicc'ānussati	Recollection of Impermanence	Reflections	AN 4.173	mahākoṭṭhikasuttaṃ	channaṃ phass'āyatanānaṃ asesavirāganirodhā papañcanirodho papañca<b>vūpasamo</b>'ti.										36n	vūpasam	a masc	73	2	206	[sound:vūpasama.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=vūpasama 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63477	uppāda 1.1	ss	2		masc		uppajjati					arising (of); appearing (of); coming into being (of); lit. fall up			√pad 3 ya (to go, step)		ud + √pad > pād + *a	d > p<br/>a > ā	kita	*a			utpāda	√pad						DHP 182	buddhavaggo	kiccho manussapaṭilābho,<br/>kicchaṃ maccāna jīvitaṃ,<br/>kicchaṃ saddhammassavanaṃ,<br/>kiccho buddhānam'<b>uppādo</b>.				MN 10.11	mahāsatipaṭṭhānasuttaṃ	yathā ca anuppannassa kāmacchandassa <b>uppādo</b> hoti tañ'ca pajānāti				DN 16.37	mahāparinibbānasuttaṃ	aniccā vata saṅkhārā, <b>uppāda</b>vayadhammino, uppajjitvā nirujjhanti, tesaṃ vūpasamo sukho	Anicc'ānussati	Recollection of Impermanence	Reflections	DN 22.18	mahāsatipaṭṭhānasuttaṃ	anuppannānaṃ kusalānaṃ dhammānaṃ <b>uppādāya</b> chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy'aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							36n	uppād	a masc	73	2	311	[sound:uppāda.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uppāda 1.1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
63560	uppanna 1	ssp	2		pp		uppajjati					arisen; appeared; come into being			√pad 3 ya (to go, step)		ud + √pad + na	d > p<br/>d > n	kita	na			utpanna	√pad						SN 56.48	dutiyachiggaḷayugasuttaṃ	tass'idaṃ, bhikkhave, manussattaṃ laddhaṃ, tathāgato loke <b>uppanno</b> arahaṃ sammāsambuddho, tathāgatappavedito ca dhammavinayo loke dibbati.				SN 35.247	chappāṇakasuttaṃ	tañ'ca cetovimuttiṃ paññāvimuttiṃ yathābhūtaṃ nappajānāti, yatth'assa te <b>uppannā</b> pāpakā akusalā dhammā aparisesā nirujjhanti.				DN 22.18	mahāsatipaṭṭhānasuttaṃ	<b>uppannānaṃ</b> pāpakānaṃ akusalānaṃ dhammānaṃ pahānāya chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	Ariy'aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings	SN 10.8	sudattasuttaṃ	buddho kira loke <b>uppanno</b>'ti. tāva'd'eva ca pana bhagavantaṃ dassanāya upasaṅkamitu'kāmo hoti.				AN 7.23	paṭhamasattakasuttaṃ	yāvakīvañ'ca bhikkhave bhikkhū <b>uppannāya</b> taṇhāya ponobhavikāya na vasaṃ gacchissanti, vuddhi'y'eva pāṭikaṅkhā no parihāni	Aparihāniya-dhammā	Principles of Non-Decline	Teachings	27n	uppann	a pp	73	11	1029	[sound:uppanna.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=uppanna 1&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
45074	paṭinissagga	ps	2		masc		paṭinissajjati					giving up (of); relinquishing (of); dropping (of); abandoning (of)			√sajj 1 a (to relinquish, let loose)		pati + nī + √sajj > sagg + a	īs > iss<br/>jj > gg	kita	a			pratiniḥsṛjya	√sṛj						DHP 89	paṇḍitavaggo	yesaṃ sambodhi'y'aṅgesu,<br/>sammā cittaṃ subhāvitaṃ,<br/>ādāna<b>paṭinissagge</b>,<br/>anupādāya ye ratā,<br/>khīṇ'āsavā jutimanto,<br/>te loke parinibbutā.				MN 64	mahāmālukyasuttaṃ	etaṃ santaṃ etaṃ paṇītaṃ yadidaṃ sabbasaṅkhārasamatho sabba-upadhi-<b>paṭinissaggo</b> taṇhākkhayo virāgo nirodho nibbānan'ti				MN 118	ānāpānassatisuttaṃ	<b>paṭinissagg'</b>ānupassī assasissāmī'ti sikkhati, <b>paṭinissagg'</b>ānupassī passasissāmī'ti sikkhati.	Ānāpānassati	Mindfulness of Breathing	Teachings	SN 56.11	dhammacakkappavattanasuttaṃ	idaṃ kho pana, bhikkhave, dukkhanirodhaṃ ariyasaccaṃ, yo tassā'y'eva taṇhāya asesavirāganirodho cāgo <b>paṭinissaggo</b> mutti anālayo.	Dhamma-cakkappavattana	Setting in Motion The Wheel of Dhamma	Teachings							22n	paṭinissagg	a masc	73	2	152	[sound:paṭinissagga.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=paṭinissagga&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
37733	nirodha	ssp	2		masc		nirundhati					ending (of); cessation (of); termination (of); finishing (of)			√rudh 2 ṃa (to obstruct)		ni + √rudh > rodh + *a	u > o	kita	*a			nirodha	√rudh		(MW) confinement, locking up, imprisonment	(MW) locking up			AN 3.91	dutiya sikkhattayasuttaṃ	viññāṇassa <b>nirodhena</b>,<br/>taṇhākkhayavimuttino,<br/>pajjotass'eva nibbānaṃ,<br/>vimokkho hoti cetaso'ti.				SN 22.57	sattaṭṭhānasuttaṃ	ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā evaṃ rūpaṃ abhiññāya ... rūpassa nibbidāya virāgāya <b>nirodhāya</b> paṭipannā, te suppaṭipannā.				MN 118	ānāpānassatisuttaṃ	<b>nirodha</b>-anupassī assasissāmī'ti sikkhati, <b>nirodha</b>-anupassī passasissāmī'ti sikkhati	Ānāpānassati	Mindfulness of Breathing	Teachings	DN 22.18	mahāsatipaṭṭhānasuttaṃ	yaṃ kho bhikkhave dukkhe ñāṇaṃ, dukkhasamudaye ñāṇaṃ, dukkha<b>nirodhe</b> ñāṇaṃ, dukkha<b>nirodha</b>gāminiyā paṭipadāya ñāṇaṃ, ayaṃ vuccati bhikkhave sammādiṭṭhi.	Ariy'aṭṭhaṅgika-magga	The Noble Eightfold Path	Teachings							21n	nirodh	a masc	73	2	604	[sound:nirodha.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=nirodha&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
29073	khaya	sp	2		masc		khīyati				+gen	wearing away (of); exhaustion (of); erosion (of); depletion (of); slow destruction (of)			√khī 1 a (to destroy, exhaust)		√khī > khay + *a	ī > ay	kita	*a			kṣaya	√kṣi						ITI 16	paṭhamasekhasuttaṃ	yoniso manasikāro,<br/>dhammo sekhassa bhikkhuno,<br/>n'atth'añño evaṃ bahukāro,<br/>uttam'atthassa pattiyā,<br/>yoniso padahaṃ bhikkhu,<br/><b>khayaṃ</b> dukkhassa pāpuṇe'ti.				AN 10.51	sacittasuttaṃ	tena, bhikkhave, bhikkhunā tesu'y'eva kusalesu dhammesu patiṭṭhāya uttari āsavānaṃ <b>khayāya</b> yogo karaṇīyo'ti.				SNP 13	ratanasuttaṃ<br/>cūḷavaggo 1	<b>khayaṃ</b> virāgaṃ amataṃ paṇītaṃ, <br/>yad'ajjhagā sakyamunī samāhito. <br/>na tena dhammena sam'atthi kiñci	Ratana-sutta		Protective Recitations	MN 2.1	sabbāsavasuttaṃ	jānato ahaṃ passato āsavānaṃ <b>khayaṃ</b> vadāmi, no ajānato no apassato. yoniso ca manasikāraṃ ayoniso ca manasikāraṃ.										52n	khay	a masc	73	2	514	[sound:khaya.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=khaya&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
25003	itipi	ps	2		sandhi	ind + ind						(item being named); it is so; thus; just like this					iti + api						iti + api							MN 39	mahāassapurasuttaṃ	ayaṃ vuccati, bhikkhave, bhikkhu samaṇo <b>iti'pi</b> brāhmaṇo <b>iti'pi</b> nhātako <b>iti'pi</b> vedagū <b>iti'pi</b> sottiyo <b>iti'pi</b> ariyo <b>iti'pi</b> arahaṃ <b>iti'pi</b>				MN 25	nivāpasuttaṃ	api ca kho evaṃdiṭṭhikā ahesuṃ, sassato loko <b>iti'pi</b>, asassato loko <b>iti'pi</b>, antavā loko <b>iti'pi</b>, anantavā loko <b>iti'pi</b>, taṃ jīvaṃ taṃ sarīraṃ <b>iti'pi</b>, aññaṃ jīvaṃ aññaṃ sarīraṃ <b>iti'pi</b>, hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, na hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, hoti ca na ca hoti tathāgato paraṃ maraṇā <b>iti'pi</b>, n'eva hoti na na hoti tathāgato paraṃ maraṇā <b>iti'pi</b>				SN 11.3	dhajaggasuttaṃ	<b>iti'pi</b> so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho bhagavā'ti	Buddha-dhamma-saṅgha-guṇā		Protective Recitations	SN 12.61	assutavāsuttaṃ	vuccati cittaṃ <b>iti'pi</b>, mano <b>iti'pi</b>, viññāṇaṃ <b>iti'pi</b>, taṃ rattiyā ca divasassa ca aññadeva uppajjati aññaṃ nirujjhati.										55n	-		73			[sound:itipi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=itipi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
21293	ehi	ss	2	e	imp	2nd sg	etu			intrans		come!			√i 1 a (to come, go)	√i + a > e	e + hi	i > e					ehi	√i						SN 21.10	theranāmakasuttaṃ	atha kho bhagavā aññataraṃ bhikkhuṃ āmantesi, <b>ehi</b> tvaṃ, bhikkhu, mama vacanena theraṃ bhikkhuṃ āmantehi, satthā taṃ, āvuso thera, āmantetī'ti.				MN 40	cūḷāssapurasuttaṃ	tam'enaṃ mittāmaccā ñātisālohitā jātam'eva naṃ saṅghāṭikaṃ kareyyuṃ, saṅghāṭikattam'eva samādapeyyuṃ, <b>ehi</b> tvaṃ, bhadramukha, saṅghāṭiko hohi, saṅghāṭikassa te sato saṅghāṭidhāraṇamattena abhijjhālussa abhijjhā pahīyissati				MN 107	gaṇakamoggallānasuttaṃ	<b>ehi</b> tvaṃ, bhikkhu, indriyesu guttadvāro hohi, cakkhunā rūpaṃ disvā mā nimittaggāhī hohi m'ānubyañjanaggāhī.	Anupubba-sikkhā	The Gradual Training	Teachings	SN 11.3	dhajaggasuttaṃ	svākkhāto bhagavatā dhammo sandiṭṭhiko akāliko <b>ehi</b>passiko opanayiko paccattaṃ veditabbo viññūhi	Dhamm'ābhitthuti	Homage to the Dhamma	Homage to the Triple Gem							03n	!*	eti pr 2	73	3	352	[sound:ehi.mp3]		"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLSc0KxEDyN5G2Mqr4t3AvDpXxSOIbIBi0GrZsAGhDB207sjLow/viewform?usp=pp_url&entry.438735500=ehi&entry.644913945=Anki Deck Vocab Pāli Course"">Fix it here</a>."
