Pāli1	POS	Grammar	Derived from	Neg	Verb	Trans	Case	Meaning IN CONTEXT	Meaning in native language	Pāli Root	Base	Construction	Sanskrit	Sk Root	Source1	Sutta1	Example1	Source 2	Sutta2	Example 2	Stem	Pattern	count	Feedback	Tag	marks
anta	masc						+gen	end (of); limit (of); finish (of); conclusion (of)					anta		AN 4.45	rohitassasuttaṃ	yattha nu kho, bhante, na jāyati na jīyati na mīyati na cavati na upapajjati, sakkā nu kho so, bhante, gamanena lokassa <b>anto</b> ñātuṃ vā daṭṭhuṃ vā pāpuṇituṃ vā'ti?				ant	a masc	239.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
anta	masc							end; side; extreme					anta		SNP 40	guhaṭṭhakasuttaṃ<br/>aṭṭhakavaggo 2	ubhosu <b>antesu</b> vineyya chandaṃ,<br/>phassaṃ pariññāya anānugiddho,<br/>yad'attagarahī tad'akubbamāno,<br/>na lippatī diṭṭhasutesu dhīro.				ant	a masc	239.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
anta	masc						+gen	(gram) end (of); last letter (of); final syllable (of); final vowel (of)					anta		kaccāyana	ākhyātakappa 465	abbhāsassa <b>antassa</b> ivaṇṇo hoti, akāro vā. jigucchati, pivāsati, vīmaṃsati, jighacchati, babhūva, dadhāti. vā'ti kim'atthaṃ? bubhukkhati.				ant	a masc	239.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
anta	masc												anta								ant	a masc	239.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anta&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
apāya	masc		apeti					state of loss; state of misery; lit. going away		√i 1 a (to come, go)		apa + √i > ay + *a	apāya	√i	AN 7.64	kodhanasuttaṃ	puna caparaṃ, bhikkhave, sapatto sapattassa evaṃ icchati, aho vat'āyaṃ kāyassa bhedā paraṃ maraṇā <b>apāyaṃ</b> duggatiṃ vinipātaṃ nirayaṃ upapajjeyyā'ti! taṃ kissa hetu?				apāy	a masc	286.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apāya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
apāya	masc		apeti				+gen	loss (of); separation (from); departure (from); lit. going away (of)		√i 1 a (to come, go)		apa + √i > ay + *a	apāya	√i	DHP 211	piyavaggo	tasmā piyaṃ na kayirātha,<br/>piya-<b>apāyo </b>hi pāpako,<br/>ganthā tesaṃ na vijjanti,<br/>yesaṃ n'atthi piy'āppiyaṃ				apāy	a masc	286.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apāya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
apāya	masc																				apāy	a masc	286.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=apāya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
appaccaya	masc		pacceti	neg				indignation; outrage; bitterness		√i 1 a (to come, go)		na > a + pati > paty > pacc + √i > ay + *a	apratyaya (disbelief)	√i	AN 3.27	jigucchitabbasuttaṃ	idha, bhikkhave, ekacco puggalo kodhano hoti upāyāsabahulo, appam'pi vutto samāno abhisajjati kuppati byāpajjati patitthīyati, kopañ'ca dosañ'ca <b>appaccayañ</b>'ca pātukaroti.				appaccay	a masc	120.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=appaccaya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
appamāda	masc	abstr	pamajjati	neg				care; carefulness; caution; vigilance; diligence; conscientiousness; heedfulness; lit. not heedless		√mad 3 ya (to be mad, intoxicated)		na > a + pa + √mad > mād + *a	apramāda	√mad	DHP 21	appamādavaggo	<b>appamādo</b> amatapadaṃ,<br/>pamādo maccuno padaṃ,<br/>appamattā na mīyanti,<br/>ye pamattā yathā matā.				appamād	a masc	165.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=appamāda&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ambaṭṭha	masc							name of a young Brahman					ambaṣṭha		DN 3.7	ambaṭṭhasuttaṃ	bhūtapubbaṃ, <b>ambaṭṭha</b>, rājā okkāko yā sā mahesī piyā manāpā, tassā puttassa rajjaṃ pariṇāmetu'kāmo jeṭṭhakumāre raṭṭhasmā pabbājesi, okkāmukhaṃ karakaṇḍaṃ hatthinikaṃ sinisūraṃ.				ambaṭṭh	a masc	172.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ambaṭṭha&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ayya	masc							master; noble; gentleman; sir				ariya > ayira > ayya	ārya		AN 4.159	bhikkhunīsuttaṃ	sā <b>ayyassa</b> ānandassa pāde sirasā vandatī'ti. evañ'ca vadehi, sādhu kira, bhante, <b>ayyo</b> ānando yena bhikkhun'upassayo yena sā bhikkhunī ten'upasaṅkamatu anukampaṃ upādāyā'ti.				ayy	a masc	678.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ayya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ariya	masc							noble person; being of integrity					ārya		SNP 45	tissametteyyasuttaṃ<br/>aṭṭhakavaggo 7	vivekaññ'eva sikkhetha,<br/>etad'<b>ariyānam</b>'uttamaṃ,<br/>na tena seṭṭho maññetha,<br/>sa ve nibbānasantike.				ariy	a masc	1351.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ariya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ariya	masc							enlightened one					ārya		SN 1.71	chetvāsuttaṃ	kodhaṃ jhatvā sukhaṃ seti,<br/>kodhaṃ jhatvā na socati,<br/>kodhassa visamūlassa,<br/>madhur'aggassa devate,<br/>vadhaṃ <b>ariyā</b> pasaṃsanti,<br/>tañ'hi jhatvā na socatī'ti.				ariy	a masc	1351.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ariya&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
asappurisa	masc	comp		neg				bad man; foolish man; unethical man; inferior man; person of no integrity				na > a + sat + purisa	na + satpuruṣa		SN 35.246	vīṇopamasuttaṃ	sabhayo c'eso maggo sappaṭibhayo ca sakaṇṭako ca sagahano ca ummaggo ca kummaggo ca duhitiko ca. <b>asappurisa</b>sevito c'eso maggo, na c'eso maggo sappurisehi sevito.				asappuris	a masc	161.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=asappurisa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
asura	masc		√sur	neg				demon; malevolent being; enemy of the devas; lit. anti-hero		√sur 1 a (to shine, be supreme)		na > a + √sur + a	asura	√sur	DN 18.4	janavasabhasuttaṃ	tena sudaṃ, bhante, devatā tāvatiṃsā attamanā honti pamuditā pītisomanassajātā dibbā vata bho kāyā paripūrenti, hāyanti <b>asura</b>kāyā'ti				asur	a masc	131.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=asura&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
assāda	masc		assādeti		caus		+gen	enjoyment; satisfaction; pleasure; gratification; (comm) sweetness		√sād 1 a (to taste, relish)	√sād + e > sāde (caus)	ā + sāde + a	āsvāda	√svad	SN 22.109	sotāpannasuttaṃ	yato kho, bhikkhave, ariyasāvako imesaṃ pañcannaṃ upādānakkhandhānaṃ samudayañ'ca atthaṅ'gamañ'ca <b>assādañ</b>'ca ādīnavañ'ca nissaraṇañ'ca yathābhūtaṃ pajānāti				assād	a masc	316.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=assāda&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
avaṇṇa	masc		vaṇṇeti	neg				blame; dispraise; discredit; disrepute		√vaṇṇ 8 *e (to praise)		na > a + √vaṇṇ + a	avarṇa, avarṇya	√varṇ	AN 2.135	āyācanavaggo	anuvicca pariyogāhetvā <b>avaṇṇa</b>-arahassa avaṇṇaṃ bhāsati, anuvicca pariyogāhetvā vaṇṇ'ārahassa vaṇṇaṃ bhāsati				avaṇṇ	a masc	106.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avaṇṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
avaṇṇa	masc		vaṇṇeti	neg				bad point; bad quality; fault		√vaṇṇ 8 *e (to praise)		na > a + √vaṇṇ + a	avarṇa	√varṇ	AN 4.73	sappurisasuttaṃ	idha, bhikkhave, asappuriso yo hoti parassa <b>avaṇṇo</b> taṃ apuṭṭho'pi pātu karoti, ko pana vādo puṭṭhassa! puṭṭho kho pana pañh'ābhinīto ahāpetvā alambitvā paripūraṃ vitthārena parassa avaṇṇaṃ bhāsitā hoti.				avaṇṇ	a masc	106.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=avaṇṇa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ākāsa	masc		ākāsati					open space; vacuity		√kās 1 a (to shine, be visible)		ā + √kās + a	ākāśa	√kāś	MN 28	mahāhatthipadopamasuttaṃ	seyyathāpi, āvuso, kaṭṭhañ'ca paṭicca valliñ'ca paṭicca tiṇañ'ca paṭicca mattikañ'ca paṭicca <b>ākāso</b> parivārito agāraṃ tv'eva saṅkhaṃ gacchati, evam'eva kho, āvuso, aṭṭhiñ'ca paṭicca nhāruñ'ca paṭicca maṃsañ'ca paṭicca cammañ'ca paṭicca <b>ākāso</b> parivārito rūpaṃ tv'eva saṅkhaṃ gacchati.				ākās	a masc	183.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ākāsa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ākāsa	masc		ākāsati					sky; air		√kās 1 a (to shine, be visible)		ā + √kās + a	ākāśa	√kāś	SN 35.247	chappāṇakasuttaṃ	ahi āviñcheyya, vammikaṃ pavekkhāmī'ti, susumāro āviñcheyya, udakaṃ pavekkhāmī'ti, pakkhī āviñcheyya, <b>ākāsaṃ</b> ḍessāmī'ti				ākās	a masc	183.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ākāsa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ākāsa	masc		ākāsati					open air		√kās 1 a (to shine, be visible)		ā + √kās + a	ākāśa	√kāś	SN 12.63	puttamaṃsūpamasuttaṃ	<b>ākāsaṃ</b> ce nissāya tiṭṭheyya, ye <b>ākāsa</b>nissitā pāṇā te naṃ khādeyyuṃ				ākās	a masc	183.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ākāsa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ākāsa	masc		ākāsati					space		√kās 1 a (to shine, be visible)		ā + √kās + a	ākāśa	√kāś	MN 31	cūḷagosiṅgasuttaṃ	idha mayaṃ, bhante, yāva'd'eva ākaṅkhāma sabbaso rūpasaññānaṃ samatikkamā paṭighasaññānaṃ atthaṅ'gamā nānattasaññānaṃ amanasikārā, ananto <b>ākāso</b>'ti <b>ākās</b>'ānañc'āyatanaṃ upasampajja viharāma				ākās	a masc	183.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ākāsa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
ākāsa	masc		ākāsati					environment; atmosphere; (comm) craving		√kās 1 a (to shine, be visible)		ā + √kās + a	ākāśa	√kāś	SNP 53	attadaṇḍasuttaṃ<br/>aṭṭhakavaggo 15	purāṇaṃ n'ābhinandeyya,<br/>nave khantiṃ na kubbaye,<br/>hiyyamāne na soceyya,<br/><b>ākāsaṃ</b> na sito siyā.				ākās	a masc	183.0	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ākāsa&entry.1433863141=Pāli Class Vocab"">Fix it here</a>."	a-masc	
