sentence	count
netaṃ mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ	129
evañca pana bhikkhave imaṃ sikkhāpada uddisati yo pana	129
mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
bhikkhū appiccha pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
netaṃ mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ	129
appiccha pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma	129
pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo pana bhikkhu	128
pana bhikkhave imaṃ sikkhāpada uddisati yo pana bhikkhu	128
pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu	125
pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati	125
bhagavāti vigarahi buddho bhagavā pe kathañhi nāma bhikkhave	124
bhagavāti vigarahi buddha bhagavā pe kathañhi nāma bhikkhave	124
evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā	123
pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana	123
pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā pana	123
bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā pana bhikkhunī	123
evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā	123
bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinno kho āyasmā	122
bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ	122
bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana bhikkhunī	121
neva hoti na na hoti tathāgato paraṃ maraṇāti	119
neva hoti na na hoti tathāgata paraṃ maraṇāti	119
pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ	116
vā pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ	116
appasannānaṃ vā pasādāya pe evañca pana bhikkhave bhikkhuniyo	116
vā pasāda pe evañca pana bhikkhave bhikkhunī imaṃ	116
appasanna vā pasāda pe evañca pana bhikkhave bhikkhunī	116
pasāda pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada	116
vedayitaṃ sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ vā tampi	114
vedayita sukhaṃ vā dukkhaṃ vā adukkhamasukha vā tampi	114
jetavane anāthapiṇḍikassa ārāme tena kho pana samayena chabbaggiyā	113
tā bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti vipācenti	113
yā tā bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti	113
jetavana anāthapiṇḍika ārāma tena kho pana samaya chabbaggiya	113
moghapurisa appasanna vā pasāda pe evañca pana bhikkhave	113
netaṃ moghapurisa appasanna vā pasāda pe evañca pana	113
yā tā bhikkhunī appiccha pe tā ujjhāyanti khiyyanti	113
tā bhikkhunī appiccha pe tā ujjhāyanti khiyyanti vipācenti	113
bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
appicchā pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	112
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya	112
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ	112
appiccha pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	112
bhikkhunī appiccha pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
yā panāti yā yādisā pe bhikkhunīti pe ayaṃ	111
panāti yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ	111
yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ atthe	111
pe bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā bhikkhunīti	111
yādisā pe bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā	111
panāti yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ	111
yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ attha	111
pe bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta bhikkhunīti	111
yā panāti yā yādisa pe bhikkhunīti pe ayaṃ	111
yādisa pe bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta	111
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya	110
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā	108
bhedā paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjati	105
bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	104
āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā	104
bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi bhagavā etadavoca	104
āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi bhagavā	104
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ	103
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi	103
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ	102
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ	102
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū	101
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	101
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	101
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te	100
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te	100
bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	99
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā	99
paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja viharati	99
anāthapiṇḍikassa ārāme tena kho pana samayena chabbaggiyā bhikkhū	98
pe evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo	98
yena bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu	98
akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ	98
kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ	98
vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ	98
vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ	98
vivicca akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ	98
anāthapiṇḍika ārāma tena kho pana samaya chabbaggiya bhikkhū	98
kāmehi vivicca akusala dhamma savitakka savicāra vivekaja pītisukha	98
vivicceva kāmehi vivicca akusala dhamma savitakka savicāra vivekaja	98
akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna	98
pe evañca pana bhikkhave imaṃ sikkhāpada uddisati yo	98
dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja	97
dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja	97
yādiso pe bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto	95
yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ atthe	95
pācittiyanti yā panāti yā yādisā pe bhikkhunīti pe	95
pe bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto bhikkhūti	95
yo panāti yo yādiso pe bhikkhūti pe ayaṃ	95
panāti yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ	95
yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ attha	95
yo panāti yo yādisa pe bhikkhūti pe ayaṃ	95
yādisa pe bhikkhūti pe ayaṃ imasmiṃ attha adhippeta	95
panāti yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ	95
pācittiyanti yā panāti yā yādisa pe bhikkhunīti pe	95
pe bhikkhūti pe ayaṃ imasmiṃ attha adhippeta bhikkhūti	95
bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ	94
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	92
vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho	92
arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā	92
sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ	92
vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā devamanussā buddha	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	92
sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā devamanussā	92
arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā	92
sattā kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ	91
sattā kāya bheda paraṃ maraṇa sugatiṃ sagga loka	91
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ	90
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma	90
vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ	90
vā anicca vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ	90
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
anicca vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā	90
anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabbaṃ	89
nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabba	89
ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa parisuddha brahmacariyaṃ	88
kāyānupassī viharati ātāpī sampajāna satimant vineyya loka abhijjhādomanassa	88
samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye	87
citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite	87
parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte	87
evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte	87
paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati	87
parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita āneñjappatta	87
dhammānupassī viharati ātāpī sampajāna satimant vineyya loka abhijjhādomanassa	87
evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta	87
citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita	87
samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya	87
dhamma dhammānupassī viharati ātāpī sampajāna satimant vineyya loka	86
tenupasaṅkami upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ	85
upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho	85
chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	85
kāye kāyānupassī viharati ātāpī sampajāna satimant vineyya loka	85
chandaṃ janeti vāyamati vīriya ārabhati citta paggaṇhāti padahati	85
savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja viharati	84
atha kho bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ	83
atha kho bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ	83
bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ udānesi	81
kho bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ	81
kho bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ udānaṃ	81
bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ udānaṃ udānesi	81
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tena	80
samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tena	80
cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate	79
cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata	79
tassa kukkuccaṃ ahosi pe āpattiṃ tvaṃ bhikkhu āpanno	76
niccaṃ vā aniccaṃ vāti aniccaṃ bhante yaṃ panāniccaṃ	76
idamavoca bhagavā attamanā te bhikkhū bhagavato bhāsitaṃ abhinandunti	76
tassa kukkucca ahosi pe āpatti tvaṃ bhikkhu āpanna	76
niccaṃ vā anicca vāti anicca bhante yaṃ panāniccaṃ	76
idamavoca bhagavā attamana te bhikkhū bhagavato bhāsita abhinandunti	76
so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese	75
so evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa	75
viharati ātāpī sampajāna satimant vineyya loka abhijjhādomanassa vedanā	75
mama esohamasmi eso me attāti no hetaṃ bhante	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ	74
etaṃ mama esohamasmi eso me attāti no hetaṃ	74
taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti	74
vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi	74
dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama	74
tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja	74
nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me	74
panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ	74
kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso	74
samanupassituṃ etaṃ mama esohamasmi eso me attāti no	74
kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso	74
nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me	74
vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi	74
mama esohamasmi eso me attāti no hetaṃ bhante	74
dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama	74
etaṃ mama esohamasmi eso me attāti no hetaṃ	74
samanupassituṃ etaṃ mama esohamasmi eso me attāti no	74
taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ	74
tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja	74
panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ	74
kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjati	73
pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	73
bhanteti kho te bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	73
evaṃ bhanteti kho te bhikkhū bhagavato paccassosuṃ bhagavā	73
bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosuṃ	73
bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme atha kho	73
kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ lokaṃ upapajjanti	73
bhanteti kho te bhikkhū bhagavato paccassosi bhagavā etadavoca	73
bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosi	73
evaṃ bhanteti kho te bhikkhū bhagavato paccassosi bhagavā	73
pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā sacchikatvā	73
bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma atha kho	73
sammadeva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme	72
agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ	72
itipi so bhagavā pe satthā devamanussānaṃ buddho bhagavāti	72
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā	72
bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ	72
kulaputtā sammadeva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva	72
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ	72
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu	72
bhagavant abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho te	72
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ	72
sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma	72
agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ	72
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu	72
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā	72
itipi so bhagavā pe satthā devamanussā buddha bhagavāti	72
kulaputta sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva	72
bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ	72
hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate yathākammūpage satte	71
upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate yathākammūpage	71
upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata yathākammūpaga	71
samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma atha	71
hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata yathākammūpaga satta	71
tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya	70
hoti khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ	70
tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi	70
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme atha	70
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tatra	70
bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tatra kho	70
dutiyaṃ tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ	70
catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ	70
tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ iti uddhamadho	70
dhammesu dhammānupassī viharati ātāpī sampajāno satimā vineyya loke	70
tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ	70
