sentence	count
khaya anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja	169
khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja	169
āsava khaya anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā	149
āsavānaṃ khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	149
appasanna vā pasāda pe evañca pana bhikkhave imaṃ sikkhāpada uddisati	139
appasannānaṃ vā pasādāya pe evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha	139
sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno kho	135
saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno	135
tenupasaṅkami upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho āyasmā	132
ye te bhikkhū appiccha pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
te bhikkhū appiccha pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma	129
te bhikkhū appicchā pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma	129
ye te bhikkhū appicchā pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā pana bhikkhunī	123
tenupasaṅkami upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinno kho āyasmā	122
evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana bhikkhunī	121
netaṃ bhikkhave appasanna vā pasāda pe evañca pana bhikkhave bhikkhunī	116
appasanna vā pasāda pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada	116
bhikkhave appasanna vā pasāda pe evañca pana bhikkhave bhikkhunī imaṃ	116
vā pasāda pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati	116
netaṃ bhikkhave appasannānaṃ vā pasādāya pe evañca pana bhikkhave bhikkhuniyo	116
vā pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu	116
appasannānaṃ vā pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ	116
bhikkhave appasannānaṃ vā pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ	116
pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā pana	115
pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana	115
moghapurisa appasanna vā pasāda pe evañca pana bhikkhave imaṃ sikkhāpada	113
sāvatthī viharati jetavana anāthapiṇḍika ārāma tena kho pana samaya chabbaggiya	113
netaṃ moghapurisa appasanna vā pasāda pe evañca pana bhikkhave imaṃ	113
sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tena kho pana samayena chabbaggiyā	113
tā bhikkhunī appiccha pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	112
yā tā bhikkhunī appiccha pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
yā tā bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
tā bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	112
yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta bhikkhunīti	111
panāti yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta	111
yā panāti yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ attha	111
yā panāti yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ atthe	111
panāti yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā	111
yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā bhikkhunīti	111
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya	110
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā	108
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ	107
pasāda pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā	106
pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā	106
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi bhagavā etadavoca	103
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	103
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi bhagavā	101
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ	101
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā	101
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	100
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	100
anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja viharati	99
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā	99
kāmehi vivicca akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna	98
vivicceva kāmehi vivicca akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ	98
pe evañca pana bhikkhave imaṃ sikkhāpada uddisati yo pana bhikkhu	98
viharati jetavana anāthapiṇḍika ārāma tena kho pana samaya chabbaggiya bhikkhū	98
pe evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo pana bhikkhu	98
vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ	98
kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ	98
viharati jetavane anāthapiṇḍikassa ārāme tena kho pana samayena chabbaggiyā bhikkhū	98
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	98
vivicca akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja	97
vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja	97
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi	96
panāti yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ attha adhippeta	95
yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ attha adhippeta bhikkhūti	95
yo panāti yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ attha	95
pācittiyanti yā panāti yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ	95
pācittiyanti yā panāti yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ	95
panāti yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto	95
yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto bhikkhūti	95
yo panāti yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ atthe	95
arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā devamanussā buddha	92
bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ	92
arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho	92
vā anicca vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ	90
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	90
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
anicca vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	90
pasāda pe evañca pana bhikkhave imaṃ sikkhāpada uddisati yo pana	90
vā pasāda pe evañca pana bhikkhave imaṃ sikkhāpada uddisati yo	90
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma	90
vā pasādāya pe evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
pasādāya pe evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo pana	90
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ	90
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
netaṃ mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabba	89
netaṃ mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabbaṃ	89
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi	89
evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita	87
samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita āneñjappatta	87
anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati	87
samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte	87
evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite	87
bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ	86
bhagavā tenupasaṅkami upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho	85
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ	85
akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja viharati	84
atha kho bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ udānaṃ udānesi	81
atha kho bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ udānesi	81
samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tena kho pana	80
eka samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tena kho	80
ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tena kho	80
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tena kho pana	80
so evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya	75
so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye	75
dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso	74
nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti no	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama	74
kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti	74
vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me	74
panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi	74
panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi	74
kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti	74
dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama	74
vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me	74
nu taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti no	74
bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosi bhagavā etadavoca	73
bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	73
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja	72
kulaputta sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ	72
taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti no hetaṃ	72
samanupassituṃ etaṃ mama esohamasmi eso me attāti no hetaṃ bhante	72
sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā	72
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ	72
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ	72
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ	72
bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ	72
agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā sacchikatvā	72
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu	72
agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	72
anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja	72
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ	72
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu	72
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ	72
bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ	72
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ	72
sammadeva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā	72
kulaputtā sammadeva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ	72
taṃ samanupassituṃ etaṃ mama esohamasmi eso me attāti no hetaṃ	72
samanupassituṃ etaṃ mama esohamasmi eso me attāti no hetaṃ bhante	72
tenupasaṅkami upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho te	71
cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata yathākammūpaga satta	71
cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate yathākammūpage satte	71
kāye kāyānupassī viharati ātāpī sampajāna satimant vineyya loka abhijjhādomanassa vedanā	70
eka samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tatra kho	70
dutiyaṃ tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattata	70
tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant	70
eka samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma atha kho	70
tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka	70
tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi	70
tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi	70
tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ	70
dutiyaṃ tathā tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya	70
ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme atha kho	70
tatiyaṃ tathā catutthaṃ iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ	70
niccaṃ vā anicca vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā	69
niccaṃ vā aniccaṃ vāti aniccaṃ bhante yaṃ panāniccaṃ dukkhaṃ vā	69
aniccaṃ bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	69
vāti aniccaṃ bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	69
aniccaṃ vāti aniccaṃ bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	69
akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja viharati	69
ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tatra kho	69
vā aniccaṃ vāti aniccaṃ bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ	69
itipi so bhagavā arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi	68
bhagavā arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā devamanussā	68
so bhagavā arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā	68
so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā	68
bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ	68
itipi so bhagavā arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi	68
satta passati cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata	67
sutaṃ eka samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tatra	67
pācittiyanti yo panāti yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ	67
yassatthāya kulaputta sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma	67
pācittiyanti yo panāti yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ	67
yassatthāya kulaputtā sammadeva agārasmā anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme	67
visuddha atikkantamānusaka satta passati cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa	66
vūpasama ajjhattaṃ sampasādana cetaso ekodibhāva avitakka avicāra samādhija pītisukha dutiyaṃ	66
vimuttamiti ñāṇa hoti khīṇa jāti vusita brahmacariyaṃ kata karaṇīya nāpara	66
dibba cakkhu visuddha atikkantamānusaka satta passati cavamāna upapajjamāna hīna paṇīta	66
cakkhu visuddha atikkantamānusaka satta passati cavamāna upapajjamāna hīna paṇīta suvaṇṇa	66
atikkantamānusaka satta passati cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata	66
vitakkavicārā vūpasama ajjhattaṃ sampasādana cetaso ekodibhāva avitakka avicāra samādhija pītisukha	66
vimutta vimuttamiti ñāṇa hoti khīṇa jāti vusita brahmacariyaṃ kata karaṇīya	66
ajjhattaṃ sampasādana cetaso ekodibhāva avitakka avicāra samādhija pītisukha dutiyaṃ jhāna	66
saccaṃ bhagavāti vigarahi buddha bhagavā pe kathañhi nāma tumhe moghapurisa	66
ñāṇa hoti khīṇa jāti vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti	66
sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tatra	66
vimuttamiti ñāṇaṃ hoti khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ	66
ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ jhānaṃ	66
vimuttasmiṃ vimuttamiti ñāṇaṃ hoti khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ	66
saccaṃ bhagavāti vigarahi buddho bhagavā pe kathañhi nāma tumhe moghapurisā	66
ñāṇaṃ hoti khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti	66
vitakkavicārānaṃ vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ	66
vūpasamā ajjhattaṃ sampasādanaṃ cetaso ekodibhāvaṃ avitakkaṃ avicāraṃ samādhijaṃ pītisukhaṃ dutiyaṃ	66
upasaṅkamitvā bhagavant abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho te bhikkhū	65
bhikkhu kāye kāyānupassī viharati ātāpī sampajāna satimant vineyya loka abhijjhādomanassa	65
samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tatra kho bhagavā	65
pe dhamma dhammānupassī viharati ātāpī sampajāna satimant vineyya loka abhijjhādomanassa	65
vimuccati vimutta vimuttamiti ñāṇa hoti khīṇa jāti vusita brahmacariyaṃ kata	65
niṭṭhita tena samaya buddha bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma	65
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tatra kho bhagavā	65
vimuccati vimuttasmiṃ vimuttamiti ñāṇaṃ hoti khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ	65
bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ nisinnā kho	65
niṭṭhitaṃ tena samayena buddho bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme	65
yena bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ nisinnā	65
sādhukaṃ manasi karoti bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato	64
manasi karoti bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosi	64
cetasā eka disaṃ pharitvā viharati tathā dutiyaṃ tathā tatiyaṃ tathā	64
eka disaṃ pharitvā viharati tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ	64
bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma tatra kho bhagavā bhikkhū	64
suṇāti sādhukaṃ manasi karoti bhāsissāmīti evaṃ bhanteti kho te bhikkhū	64
karoti bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosi bhagavā	64
sādhukaṃ manasi karotha bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato	64
moghapurisā appasannānaṃ vā pasādāya pe evañca pana bhikkhave imaṃ sikkhāpadaṃ	64
suṇātha sādhukaṃ manasi karotha bhāsissāmīti evaṃ bhanteti kho te bhikkhū	64
karotha bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato paccassosuṃ bhagavā	64
bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme tatra kho bhagavā bhikkhū	64
netaṃ moghapurisā appasannānaṃ vā pasādāya pe evañca pana bhikkhave imaṃ	64
