sentence	count
ātāpī sampajāno satimā vineyya loke abhijjhādomanassaṃ	238
bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinno	237
samaya bhagavā sāvatthī viharati jetavana anāthapiṇḍika	228
eka samaya bhagavā sāvatthī viharati jetavana	228
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa	227
ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane	227
sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi	226
evañca pana bhikkhave imaṃ sikkhāpada uddisati	214
evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha	214
vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinna kho	202
viharati ātāpī sampajāno satimā vineyya loke	202
sutaṃ eka samaya bhagavā sāvatthī viharati	199
me sutaṃ eka samaya bhagavā sāvatthī	199
sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinna	198
kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ	198
me sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ	198
sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati	198
vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti	197
vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti	197
jāti vusita brahmacariyaṃ kata karaṇīya nāpara	196
khīṇa jāti vusita brahmacariyaṃ kata karaṇīya	196
jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ	196
khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ	196
tena kho pana samaya aññatara bhikkhu	183
tena kho pana samayena aññataro bhikkhu	183
te bhikkhū bhagavato paccassosi bhagavā etadavoca	182
paraṃ maraṇa sugatiṃ sagga loka upapajjati	182
te bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	182
netaṃ mama nesohamasmi na meso attāti	181
saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā	181
netaṃ mama nesohamasmi na meso attāti	181
hoti na na hoti tathāgata paraṃ	177
neva hoti na na hoti tathāgata	177
hoti na na hoti tathāgato paraṃ	177
neva hoti na na hoti tathāgato	177
sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	177
sukhaṃ vā dukkhaṃ vā adukkhamasukha vā	173
sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ vā	173
maraṇa apāyaṃ duggati vinipāta niraya upapajjati	172
ekamantaṃ nisīdi ekamantaṃ nisinna kho āyasmā	171
cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ abhiññā	171
paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā	171
cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā	171
paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	171
anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ	170
anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ	170
khaya anāsava cetovimutti paññāvimutti diṭṭheva dhamma	169
khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme	169
sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi	166
ekamantaṃ nisīdi ekamantaṃ nisinno kho āyasmā	158
kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ	158
pe evañca pana bhikkhave imaṃ sikkhāpada	156
pe evañca pana bhikkhave imaṃ sikkhāpadaṃ	156
niccaṃ vā anicca vāti anicca bhante	154
niccaṃ vā aniccaṃ vāti aniccaṃ bhante	154
āsava khaya anāsava cetovimutti paññāvimutti diṭṭheva	149
āsavānaṃ khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva	149
netaṃ bhikkhave appasanna vā pasāda pe	148
netaṃ bhikkhave appasannānaṃ vā pasādāya pe	148
te ujjhāyanti khiyyanti vipācenti kathañhi nāma	142
te ujjhāyanti khiyyanti vipācenti kathañhi nāma	142
vedayita sukhaṃ vā dukkhaṃ vā adukkhamasukha	139
uppajjati vedayita sukhaṃ vā dukkhaṃ vā	139
pasāda pe evañca pana bhikkhave imaṃ	139
pasādāya pe evañca pana bhikkhave imaṃ	139
vedayitaṃ sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ	139
uppajjati vedayitaṃ sukhaṃ vā dukkhaṃ vā	139
bhikkhave appasanna vā pasāda pe evañca	138
tassa kukkucca ahosi pe anāpatti bhikkhu	138
tassa kukkuccaṃ ahosi pe anāpatti bhikkhu	138
bhikkhave appasannānaṃ vā pasādāya pe evañca	138
vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno kho	138
dhamma sayaṃ abhiññā sacchikatvā upasampajja viharati	136
sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno	135
evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada	134
pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati	134
pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu	134
evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ	134
ye te bhikkhū appiccha pe te	131
ye te bhikkhū appicchā pe te	131
te bhikkhū appiccha pe te ujjhāyanti	130
appiccha pe te ujjhāyanti khiyyanti vipācenti	130
bhikkhū appiccha pe te ujjhāyanti khiyyanti	130
appicchā pe te ujjhāyanti khiyyanti vipācenti	130
bhikkhū appicchā pe te ujjhāyanti khiyyanti	130
te bhikkhū appicchā pe te ujjhāyanti	130
mama nesohamasmi na meso attāti evametaṃ	129
pana bhikkhave imaṃ sikkhāpada uddisati yo	129
etaṃ mama esohamasmi eso me attāti	129
bhikkhave imaṃ sikkhāpada uddisati yo pana	129
na meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
nesohamasmi na meso attāti evametaṃ yathābhūtaṃ	129
pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
mama nesohamasmi na meso attāti evametaṃ	129
pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo	129
nesohamasmi na meso attāti evametaṃ yathābhūtaṃ	129
na meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
etaṃ mama esohamasmi eso me attāti	129
bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo pana	129
bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya	128
imaṃ sikkhāpada uddisati yo pana bhikkhu	128
imaṃ sikkhāpadaṃ uddiseyyātha yo pana bhikkhu	128
imehi kho bhikkhave pañca dhamma samannāgata	125
pe evañca pana bhikkhave bhikkhunī imaṃ	125
pe evañca pana bhikkhave bhikkhuniyo imaṃ	125
buddha bhagavā pe kathañhi nāma bhikkhave	124
buddho bhagavā pe kathañhi nāma bhikkhave	124
imaṃ sikkhāpada uddisati yā pana bhikkhunī	123
bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā	123
bhikkhunī imaṃ sikkhāpada uddisati yā pana	123
netaṃ moghapurisa appasanna vā pasāda pe	123
bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana	123
bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā	123
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho	123
yena bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā	121
imaṃ sikkhāpadaṃ uddisantu yā pana bhikkhunī	121
na na hoti tathāgata paraṃ maraṇāti	119
na na hoti tathāgato paraṃ maraṇāti	119
bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ	118
tena kho pana samaya chabbaggiya bhikkhū	117
tena kho pana samayena chabbaggiyā bhikkhū	117
tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	116
pasāda pe evañca pana bhikkhave bhikkhunī	116
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ	116
tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	116
pasādāya pe evañca pana bhikkhave bhikkhuniyo	116
ārāma tena kho pana samaya chabbaggiya	114
vā dukkhaṃ vā adukkhamasukha vā tampi	114
vā dukkhaṃ vā adukkhamasukhaṃ vā tampi	114
ārāme tena kho pana samayena chabbaggiyā	114
yā tā bhikkhunī appiccha pe tā	113
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi	113
tā bhikkhunī appiccha pe tā ujjhāyanti	113
bhikkhunī appiccha pe tā ujjhāyanti khiyyanti	113
moghapurisa appasanna vā pasāda pe evañca	113
appiccha pe tā ujjhāyanti khiyyanti vipācenti	113
bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti	113
yā tā bhikkhuniyo appicchā pe tā	113
appicchā pe tā ujjhāyanti khiyyanti vipācenti	113
tā bhikkhuniyo appicchā pe tā ujjhāyanti	113
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ	112
pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
attha vutta bhagavatā iti me sutanti	112
etamatthaṃ bhagavā avoca tatthetaṃ iti vuccati	112
ayampi attha vutta bhagavatā iti me	112
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya	112
ayampi attho vutto bhagavatā iti me	112
pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
etamatthaṃ bhagavā avoca tatthetaṃ iti vuccati	112
attho vutto bhagavatā iti me sutanti	112
yā panāti yā yādisa pe bhikkhunīti	111
yā yādisa pe bhikkhunīti pe ayaṃ	111
pe bhikkhunīti pe ayaṃ imasmiṃ attha	111
bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta	111
pe ayaṃ imasmiṃ attha adhippeta bhikkhunīti	111
panāti yā yādisa pe bhikkhunīti pe	111
yādisa pe bhikkhunīti pe ayaṃ imasmiṃ	111
bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā	111
yādisā pe bhikkhunīti pe ayaṃ imasmiṃ	111
yā yādisā pe bhikkhunīti pe ayaṃ	111
pe ayaṃ imasmiṃ atthe adhippetā bhikkhunīti	111
panāti yā yādisā pe bhikkhunīti pe	111
yā panāti yā yādisā pe bhikkhunīti	111
pe bhikkhunīti pe ayaṃ imasmiṃ atthe	111
iti yaṃ taṃ vutta idametaṃ paṭicca	109
kesamassu ohāretvā kāsāya vattha acchādetvā agāra	109
ohāretvā kāsāya vattha acchādetvā agāra anagāriyaṃ	109
iti yaṃ taṃ vuttaṃ idametaṃ paṭicca	109
ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ	109
kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā	109
imehi kho bhikkhave pañcahi dhammehi samannāgato	109
tena bhagavatā jānatā passanta arahatā sammāsambuddha	108
tena bhagavatā jānatā passatā arahatā sammāsambuddhena	108
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ	106
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti	105
bhadanteti te bhikkhū bhagavato paccassosi bhagavā	105
bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā	105
maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjati	105
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti	105
bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi	104
iṭṭha kantā manāpa piyarūpa kāmūpasaṃhita rajanīya	104
āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	104
āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	104
bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ	104
iṭṭhā kantā manāpā piyarūpā kāmūpasaṃhitā rajanīyā	104
bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ	104
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū	103
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū	103
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi	103
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ	102
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ	102
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te	101
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti	101
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te	101
kho panetaṃ vutta kiñcetaṃ paṭicca vutta	100
iti kho panetaṃ vutta kiñcetaṃ paṭicca	100
kho panetaṃ vuttaṃ kiñcetaṃ paṭicca vuttaṃ	100
iti kho panetaṃ vuttaṃ kiñcetaṃ paṭicca	100
vā anicca vāti anicca bhante yaṃ	99
vivicceva kāmehi vivicca akusala dhamma savitakka	99
vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṃ	99
dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ	98
vivicca akusala dhamma savitakka savicāra vivekaja	98
ekamantaṃ nisīdi ekamantaṃ nisinna kho te	98
savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna	98
kāmehi vivicca akusala dhamma savitakka savicāra	98
akusala dhamma savitakka savicāra vivekaja pītisukha	98
kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ	98
dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ	98
akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ	98
tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu	98
vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ	98
savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ	98
pācittiyanti yā panāti yā yādisa pe	97
savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja	97
anicca vāti anicca bhante yaṃ panāniccaṃ	97
savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja	97
pācittiyanti yā panāti yā yādisā pe	97
vā anicca vāti anicca bhante pe	96
yo panāti yo yādisa pe bhikkhūti	96
panāti yo yādisa pe bhikkhūti pe	96
yo panāti yo yādiso pe bhikkhūti	96
panāti yo yādiso pe bhikkhūti pe	96
bhikkhūti pe ayaṃ imasmiṃ attha adhippeta	95
yo yādisa pe bhikkhūti pe ayaṃ	95
pe ayaṃ imasmiṃ attha adhippeta bhikkhūti	95
yādisa pe bhikkhūti pe ayaṃ imasmiṃ	95
pe bhikkhūti pe ayaṃ imasmiṃ attha	95
bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto	95
pe ayaṃ imasmiṃ atthe adhippeto bhikkhūti	95
yādiso pe bhikkhūti pe ayaṃ imasmiṃ	95
yo yādiso pe bhikkhūti pe ayaṃ	95
pe bhikkhūti pe ayaṃ imasmiṃ atthe	95
keci bhikkhave samaṇa vā brāhmaṇa vā	94
keci bhikkhave samaṇā vā brāhmaṇā vā	94
upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ	94
bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ	93
arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara	92
samudayañca atthaṅgamañca assādañca ādīnavañca nissaraṇañca yathābhūtaṃ	92
lokavidū anuttara purisadammasārathi satthā devamanussā buddha	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	92
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	92
yaṃ taṃ vutta idametaṃ paṭicca vutta	92
sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi	92
sugata lokavidū anuttara purisadammasārathi satthā devamanussā	92
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	92
vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā	92
vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā	92
sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi	92
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	92
lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho	92
sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ	92
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	92
samudayañca atthaṅgamañca assādañca ādīnavañca nissaraṇañca yathābhūtaṃ	92
arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro	92
yaṃ taṃ vuttaṃ idametaṃ paṭicca vuttaṃ	92
loka samāraka sabrahmaka sassamaṇabrāhmaṇa pajāya sadevamanussa	91
sattā kāya bheda paraṃ maraṇa sugatiṃ	91
evaṃ bhanteti kho te bhikkhū bhagavato	91
sattā kāyassa bhedā paraṃ maraṇā sugatiṃ	91
evaṃ bhanteti kho te bhikkhū bhagavato	91
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
dhammānupassī viharati ātāpī sampajāna satimant vineyya	90
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ	90
anicca bhante yaṃ panāniccaṃ dukkhaṃ vā	90
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ	90
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati	90
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabba	89
abhivādetvā ekamantaṃ aṭṭhāsi ekamantaṃ ṭhita kho	89
kāyānupassī viharati ātāpī sampajāna satimant vineyya	89
meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabbaṃ	89
ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa	88
pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa parisuddha brahmacariyaṃ	88
majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa parisuddha	88
evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa	87
samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa	87
parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya	87
dhamma dhammānupassī viharati ātāpī sampajāna satimant	87
anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita āneñjappatta	87
kho bhagavā etamatthaṃ viditvā tāyaṃ velā	87
citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta	87
atha kho bhagavā etamatthaṃ viditvā tāyaṃ	87
pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita	87
parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye	87
anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte	87
pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite	87
samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese	87
atha kho bhagavā etamatthaṃ viditvā tāyaṃ	87
citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte	87
evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe	87
kho bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ	87
ujjhāyanti khiyyanti vipācenti kathañhi nāma bhikkhunī	86
kāye kāyānupassī viharati ātāpī sampajāna satimant	86
vāyamati vīriya ārabhati citta paggaṇhāti padahati	85
janeti vāyamati vīriya ārabhati citta paggaṇhāti	85
chandaṃ janeti vāyamati vīriya ārabhati citta	85
vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	85
janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti	85
chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ	85
vivekaja pītisukha paṭhamaṃ jhāna upasampajja viharati	84
bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ	83
nisīdi ekamantaṃ nisinna kho te bhikkhū	83
bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ	83
ekamantaṃ nisinna kho so bhikkhu bhagavant	82
sadevaka loka samāraka sabrahmaka sassamaṇabrāhmaṇa pajāya	82
nisinna kho so bhikkhu bhagavant etadavoca	82
hoti ca na ca hoti tathāgata	82
ca na ca hoti tathāgata paraṃ	82
viditvā tāyaṃ velā imaṃ udānaṃ udānesi	82
ca na ca hoti tathāgato paraṃ	82
hoti ca na ca hoti tathāgato	82
nisinno kho so bhikkhu bhagavantaṃ etadavoca	82
viditvā tāyaṃ velāyaṃ imaṃ udānaṃ udānesi	82
ekamantaṃ nisinno kho so bhikkhu bhagavantaṃ	82
etamatthaṃ viditvā tāyaṃ velā imaṃ udānaṃ	81
etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ	81
viharati jetavana anāthapiṇḍika ārāma atha kho	80
evamidhekacca sattā kāya bheda paraṃ maraṇa	80
sāvatthī viharati jetavana anāthapiṇḍika ārāma atha	80
evamidhekacce sattā kāyassa bhedā paraṃ maraṇā	80
viharati jetavane anāthapiṇḍikassa ārāme atha kho	80
sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme atha	80
hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata	79
cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa	79
upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata	79
hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate	79
ekamantaṃ nisīdiṃsu ekamantaṃ nisinnā kho te	79
upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate	79
cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe	79
bhanteti kho te bhikkhū bhagavato paccassosi	78
ujjhāyanti khiyyanti vipācenti kathañhi nāma chabbaggiya	78
vā aniccaṃ vāti aniccaṃ bhante yaṃ	78
bhanteti kho te bhikkhū bhagavato paccassosuṃ	78
ujjhāyanti khiyyanti vipācenti kathañhi nāma chabbaggiyā	78
idamavoca bhagavā attamana te bhikkhū bhagavato	77
bhagavā attamana te bhikkhū bhagavato bhāsita	77
tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ	77
aṭṭhaṅgika maggaṃ bhāveti ariya aṭṭhaṅgika maggaṃ	77
ariya aṭṭhaṅgika maggaṃ bhāveti ariya aṭṭhaṅgika	77
idamavoca bhagavā attamanā te bhikkhū bhagavato	77
bhagavā attamanā te bhikkhū bhagavato bhāsitaṃ	77
tathā dutiyaṃ tathā tatiyaṃ tathā catutthaṃ	77
sampajāna satimant vineyya loka abhijjhādomanassa vedanā	76
attamana te bhikkhū bhagavato bhāsita abhinandunti	76
kukkucca ahosi pe āpatti tvaṃ bhikkhu	76
kho bhagavā etasmiṃ nidāna etasmiṃ pakaraṇa	76
iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant	76
