7 words	count
viharati ātāpī sampajāno satimā vineyya loke abhijjhādomanassaṃ	201
me sutaṃ eka samaya bhagavā sāvatthī viharati	199
evaṃ me sutaṃ eka samaya bhagavā sāvatthī	199
sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ	198
kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinna	198
sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinna kho	198
evaṃ me sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ	198
me sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati	198
khīṇa jāti vusita brahmacariyaṃ kata karaṇīya nāpara	196
jāti vusita brahmacariyaṃ kata karaṇīya nāpara itthattāyāti	196
khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ	196
jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti	196
bheda paraṃ maraṇa sugatiṃ sagga loka upapajjati	182
sutaṃ eka samaya bhagavā sāvatthī viharati jetavana	180
sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati jetavane	179
neva hoti na na hoti tathāgata paraṃ	177
neva hoti na na hoti tathāgato paraṃ	177
saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	177
paraṃ maraṇa apāyaṃ duggati vinipāta niraya upapajjati	172
cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā	171
paññāvimutti diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja	171
paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja	171
cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	171
anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ abhiññā	170
anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā	170
khaya anāsava cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ	169
khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ	169
sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi	166
sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ	158
pe evañca pana bhikkhave imaṃ sikkhāpada uddisati	156
pe evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha	156
āsava khaya anāsava cetovimutti paññāvimutti diṭṭheva dhamma	149
āsavānaṃ khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme	149
uppajjati vedayita sukhaṃ vā dukkhaṃ vā adukkhamasukha	139
vā pasāda pe evañca pana bhikkhave imaṃ	139
vedayita sukhaṃ vā dukkhaṃ vā adukkhamasukha vā	139
pasāda pe evañca pana bhikkhave imaṃ sikkhāpada	139
pasādāya pe evañca pana bhikkhave imaṃ sikkhāpadaṃ	139
uppajjati vedayitaṃ sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ	139
vā pasādāya pe evañca pana bhikkhave imaṃ	139
vedayitaṃ sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ vā	139
netaṃ bhikkhave appasanna vā pasāda pe evañca	138
bhikkhave appasanna vā pasāda pe evañca pana	138
bhikkhave appasannānaṃ vā pasādāya pe evañca pana	138
netaṃ bhikkhave appasannānaṃ vā pasādāya pe evañca	138
kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno	135
sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno kho	135
evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati	134
evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu	134
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho āyasmā	133
ye te bhikkhū appiccha pe te ujjhāyanti	130
te bhikkhū appiccha pe te ujjhāyanti khiyyanti	130
bhikkhū appiccha pe te ujjhāyanti khiyyanti vipācenti	130
te bhikkhū appicchā pe te ujjhāyanti khiyyanti	130
ye te bhikkhū appicchā pe te ujjhāyanti	130
bhikkhū appicchā pe te ujjhāyanti khiyyanti vipācenti	130
nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ	129
appiccha pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
pana bhikkhave imaṃ sikkhāpada uddisati yo pana	129
netaṃ mama nesohamasmi na meso attāti evametaṃ	129
pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma	129
evañca pana bhikkhave imaṃ sikkhāpada uddisati yo	129
evañca pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo	129
appicchā pe te ujjhāyanti khiyyanti vipācenti kathañhi	129
pe te ujjhāyanti khiyyanti vipācenti kathañhi nāma	129
netaṃ mama nesohamasmi na meso attāti evametaṃ	129
nesohamasmi na meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
mama nesohamasmi na meso attāti evametaṃ yathābhūtaṃ	129
pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo pana	129
bhikkhave imaṃ sikkhāpada uddisati yo pana bhikkhu	128
bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo pana bhikkhu	128
bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā	125
pe evañca pana bhikkhave bhikkhunī imaṃ sikkhāpada	125
pe evañca pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ	125
vigarahi buddha bhagavā pe kathañhi nāma bhikkhave	124
vigarahi buddho bhagavā pe kathañhi nāma bhikkhave	124
bhikkhunī imaṃ sikkhāpada uddisati yā pana bhikkhunī	123
bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā pana	123
pana bhikkhave bhikkhunī imaṃ sikkhāpada uddisati yā	123
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinno kho āyasmā	123
pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā	123
bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana	123
bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā pana bhikkhunī	121
diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja viharati	120
hoti na na hoti tathāgata paraṃ maraṇāti	119
hoti na na hoti tathāgato paraṃ maraṇāti	119
yena bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ	118
pasāda pe evañca pana bhikkhave bhikkhunī imaṃ	116
vā pasāda pe evañca pana bhikkhave bhikkhunī	116
vā pasādāya pe evañca pana bhikkhave bhikkhuniyo	116
pasādāya pe evañca pana bhikkhave bhikkhuniyo imaṃ	116
sukhaṃ vā dukkhaṃ vā adukkhamasukha vā tampi	114
sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ vā tampi	114
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi	113
yā tā bhikkhunī appiccha pe tā ujjhāyanti	113
anāthapiṇḍika ārāma tena kho pana samaya chabbaggiya	113
tā bhikkhunī appiccha pe tā ujjhāyanti khiyyanti	113
bhikkhunī appiccha pe tā ujjhāyanti khiyyanti vipācenti	113
netaṃ moghapurisa appasanna vā pasāda pe evañca	113
moghapurisa appasanna vā pasāda pe evañca pana	113
anāthapiṇḍikassa ārāme tena kho pana samayena chabbaggiyā	113
yā tā bhikkhuniyo appicchā pe tā ujjhāyanti	113
bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti vipācenti	113
tā bhikkhuniyo appicchā pe tā ujjhāyanti khiyyanti	113
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya	112
pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	112
ayampi attha vutta bhagavatā iti me sutanti	112
appiccha pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ	112
appicchā pe tā ujjhāyanti khiyyanti vipācenti kathañhi	112
pe tā ujjhāyanti khiyyanti vipācenti kathañhi nāma	112
ayampi attho vutto bhagavatā iti me sutanti	112
bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta bhikkhunīti	111
pe bhikkhunīti pe ayaṃ imasmiṃ attha adhippeta	111
panāti yā yādisa pe bhikkhunīti pe ayaṃ	111
yādisa pe bhikkhunīti pe ayaṃ imasmiṃ attha	111
yā yādisa pe bhikkhunīti pe ayaṃ imasmiṃ	111
yā panāti yā yādisa pe bhikkhunīti pe	111
bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā bhikkhunīti	111
yādisā pe bhikkhunīti pe ayaṃ imasmiṃ atthe	111
yā panāti yā yādisā pe bhikkhunīti pe	111
panāti yā yādisā pe bhikkhunīti pe ayaṃ	111
yā yādisā pe bhikkhunīti pe ayaṃ imasmiṃ	111
pe bhikkhunīti pe ayaṃ imasmiṃ atthe adhippetā	111
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya	110
kesamassu ohāretvā kāsāya vattha acchādetvā agāra anagāriyaṃ	109
kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ	109
bhadanteti te bhikkhū bhagavato paccassosi bhagavā etadavoca	105
bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	105
paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjati	105
bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi bhagavā	104
āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosi	104
bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ bhagavā	104
āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato paccassosuṃ	104
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	103
bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū bhagavato	103
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi	103
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ	102
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ	102
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū	101
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te	101
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te bhikkhū	101
kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti te	101
bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā	101
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti	100
iti kho panetaṃ vutta kiñcetaṃ paṭicca vutta	100
tatra kho bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti	100
iti kho panetaṃ vuttaṃ kiñcetaṃ paṭicca vuttaṃ	100
ārāma tena kho pana samaya chabbaggiya bhikkhū	99
ārāme tena kho pana samayena chabbaggiyā bhikkhū	99
vivicceva kāmehi vivicca akusala dhamma savitakka savicāra	98
akusala dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ	98
dhamma savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna	98
kāmehi vivicca akusala dhamma savitakka savicāra vivekaja	98
vivicca akusala dhamma savitakka savicāra vivekaja pītisukha	98
bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu	98
kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ	98
dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ	98
vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṃ savicāraṃ	98
vivicca akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ	98
akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ	98
savitakka savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja	97
vā anicca vāti anicca bhante yaṃ panāniccaṃ	97
savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja	97
yo panāti yo yādisa pe bhikkhūti pe	96
yo panāti yo yādiso pe bhikkhūti pe	96
bhikkhūti pe ayaṃ imasmiṃ attha adhippeta bhikkhūti	95
yādisa pe bhikkhūti pe ayaṃ imasmiṃ attha	95
panāti yo yādisa pe bhikkhūti pe ayaṃ	95
pe bhikkhūti pe ayaṃ imasmiṃ attha adhippeta	95
yo yādisa pe bhikkhūti pe ayaṃ imasmiṃ	95
pācittiyanti yā panāti yā yādisa pe bhikkhunīti	95
pe bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto	95
panāti yo yādiso pe bhikkhūti pe ayaṃ	95
yādiso pe bhikkhūti pe ayaṃ imasmiṃ atthe	95
pācittiyanti yā panāti yā yādisā pe bhikkhunīti	95
bhikkhūti pe ayaṃ imasmiṃ atthe adhippeto bhikkhūti	95
yo yādiso pe bhikkhūti pe ayaṃ imasmiṃ	95
tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ	94
bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho	93
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	92
vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā devamanussā	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	92
sugata lokavidū anuttara purisadammasārathi satthā devamanussā buddha	92
sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi satthā	92
iti yaṃ taṃ vutta idametaṃ paṭicca vutta	92
arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi	92
sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā	92
arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi	92
vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti	92
sugato lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ buddho	92
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ	92
iti yaṃ taṃ vuttaṃ idametaṃ paṭicca vuttaṃ	92
sattā kāya bheda paraṃ maraṇa sugatiṃ sagga	91
sattā kāyassa bhedā paraṃ maraṇā sugatiṃ saggaṃ	91
anicca vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ	90
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
anicca bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ	90
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	90
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
vāti anicca bhante yaṃ panāniccaṃ dukkhaṃ vā	90
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma	90
dhammānupassī viharati ātāpī sampajāna satimant vineyya loka	90
sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
dukkhaṃ vā taṃ sukhaṃ vāti dukkhaṃ bhante	90
vāti dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ	90
vā taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ	90
diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja viharati	90
taṃ sukhaṃ vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	90
kāyānupassī viharati ātāpī sampajāna satimant vineyya loka	89
na meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabba	89
na meso attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabbaṃ	89
ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa parisuddha	88
majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa parisuddha brahmacariyaṃ	88
evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa	87
parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita	87
pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita āneñjappatta	87
samāhita citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta	87
atha kho bhagavā etamatthaṃ viditvā tāyaṃ velā	87
citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya	87
parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite	87
samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte	87
pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte	87
atha kho bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ	87
citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye	87
evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese	87
dhamma dhammānupassī viharati ātāpī sampajāna satimant vineyya	86
janeti vāyamati vīriya ārabhati citta paggaṇhāti padahati	85
kāye kāyānupassī viharati ātāpī sampajāna satimant vineyya	85
chandaṃ janeti vāyamati vīriya ārabhati citta paggaṇhāti	85
upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ	85
chandaṃ janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti	85
janeti vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	85
savicāra vivekaja pītisukha paṭhamaṃ jhāna upasampajja viharati	84
ekamantaṃ nisīdi ekamantaṃ nisinna kho te bhikkhū	83
kho bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ	83
kho bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ	83
ekamantaṃ nisinna kho so bhikkhu bhagavant etadavoca	82
sadevaka loka samāraka sabrahmaka sassamaṇabrāhmaṇa pajāya sadevamanussa	82
hoti ca na ca hoti tathāgata paraṃ	82
ekamantaṃ nisinno kho so bhikkhu bhagavantaṃ etadavoca	82
hoti ca na ca hoti tathāgato paraṃ	82
bhagavā etamatthaṃ viditvā tāyaṃ velā imaṃ udānaṃ	81
etamatthaṃ viditvā tāyaṃ velā imaṃ udānaṃ udānesi	81
bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ	81
etamatthaṃ viditvā tāyaṃ velāyaṃ imaṃ udānaṃ udānesi	81
sāvatthī viharati jetavana anāthapiṇḍika ārāma atha kho	80
sāvatthiyaṃ viharati jetavane anāthapiṇḍikassa ārāme atha kho	80
cavamāna upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata	79
upapajjamāna hīna paṇīta suvaṇṇa dubbaṇṇa sugata duggata	79
upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate	79
cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate	79
niccaṃ vā anicca vāti anicca bhante yaṃ	78
evaṃ bhanteti kho te bhikkhū bhagavato paccassosi	78
evaṃ bhanteti kho te bhikkhū bhagavato paccassosuṃ	78
niccaṃ vā aniccaṃ vāti aniccaṃ bhante yaṃ	78
idamavoca bhagavā attamana te bhikkhū bhagavato bhāsita	77
ariya aṭṭhaṅgika maggaṃ bhāveti ariya aṭṭhaṅgika maggaṃ	77
idamavoca bhagavā attamanā te bhikkhū bhagavato bhāsitaṃ	77
iti uddhamadho tiriyaṃ sabbadhi sabbattata sabbāvant loka	76
tassa kukkucca ahosi pe āpatti tvaṃ bhikkhu	76
etaṃ mama esohamasmi eso me attāti no	76
bhagavā attamana te bhikkhū bhagavato bhāsita abhinandunti	76
kukkucca ahosi pe āpatti tvaṃ bhikkhu āpanna	76
atha kho bhagavā etasmiṃ nidāna etasmiṃ pakaraṇa	76
etaṃ mama esohamasmi eso me attāti no	76
iti uddhamadho tiriyaṃ sabbadhi sabbattatāya sabbāvantaṃ lokaṃ	76
kukkuccaṃ ahosi pe āpattiṃ tvaṃ bhikkhu āpanno	76
vā aniccaṃ vāti aniccaṃ bhante yaṃ panāniccaṃ	76
tassa kukkuccaṃ ahosi pe āpattiṃ tvaṃ bhikkhu	76
bhagavā attamanā te bhikkhū bhagavato bhāsitaṃ abhinandunti	76
atha kho bhagavā etasmiṃ nidāne etasmiṃ pakaraṇe	76
so evaṃ samāhita citta parisuddha pariyodāta anaṅgaṇa	75
ātāpī sampajāna satimant vineyya loka abhijjhādomanassa vedanā	75
so evaṃ samāhite citte parisuddhe pariyodāte anaṅgaṇe	75
panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ	74
kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi	74
esohamasmi eso me attāti no hetaṃ bhante	74
samanupassituṃ etaṃ mama esohamasmi eso me attāti	74
mama esohamasmi eso me attāti no hetaṃ	74
vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ mama	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ	74
nu taṃ samanupassituṃ etaṃ mama esohamasmi eso	74
brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā sacchikatvā upasampajja	74
tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā sacchikatvā	74
taṃ samanupassituṃ etaṃ mama esohamasmi eso me	74
dukkhaṃ vipariṇāmadhamma kallaṃ nu taṃ samanupassituṃ etaṃ	74
samanupassituṃ etaṃ mama esohamasmi eso me attāti	74
nu taṃ samanupassituṃ etaṃ mama esohamasmi eso	74
vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ mama	74
mama esohamasmi eso me attāti no hetaṃ	74
ātāpī sampajāno satimā vineyya loke abhijjhādomanassaṃ vedanāsu	74
brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā upasampajja	74
dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ etaṃ	74
esohamasmi eso me attāti no hetaṃ bhante	74
kallaṃ nu taṃ samanupassituṃ etaṃ mama esohamasmi	74
taṃ samanupassituṃ etaṃ mama esohamasmi eso me	74
tadanuttaraṃ brahmacariyapariyosānaṃ diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	74
panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ samanupassituṃ	74
yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ kallaṃ nu taṃ	74
bhāsissāmīti evaṃ bhanteti kho te bhikkhū bhagavato	73
kulaputta sammadeva agāra anagāriyaṃ pabbajanti tadanuttaraṃ brahmacariyapariyosāna	73
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinna kho te	73
pabbajanti tadanuttaraṃ brahmacariyapariyosāna diṭṭheva dhamma sayaṃ abhiññā	73
bhanteti kho te bhikkhū bhagavato paccassosi bhagavā	73
bhagavā sāvatthī viharati jetavana anāthapiṇḍika ārāma atha	73
kho te bhikkhū bhagavato paccassosi bhagavā etadavoca	73
bhanteti kho te bhikkhū bhagavato paccassosuṃ bhagavā	73
