5 words	count
diṭṭheva dhamme sayaṃ abhiññā sacchikatvā	300
samaya buddha bhagavā sāvatthī viharati	288
buddha bhagavā sāvatthī viharati jetavana	288
tena samaya buddha bhagavā sāvatthī	288
samayena buddho bhagavā sāvatthiyaṃ viharati	288
buddho bhagavā sāvatthiyaṃ viharati jetavane	288
tena samayena buddho bhagavā sāvatthiyaṃ	288
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinno	279
saccaṃ bhagavāti vigarahi buddha bhagavā	265
saccaṃ bhagavāti vigarahi buddho bhagavā	265
bheda paraṃ maraṇa apāyaṃ duggati	260
paraṃ maraṇa apāyaṃ duggati vinipāta	260
kāya bheda paraṃ maraṇa apāyaṃ	260
maraṇa apāyaṃ duggati vinipāta niraya	260
bhedā paraṃ maraṇā apāyaṃ duggatiṃ	260
paraṃ maraṇā apāyaṃ duggatiṃ vinipātaṃ	260
maraṇā apāyaṃ duggatiṃ vinipātaṃ nirayaṃ	260
kāyassa bhedā paraṃ maraṇā apāyaṃ	260
eka samaya bhagavā sāvatthī viharati	258
ekaṃ samayaṃ bhagavā sāvatthiyaṃ viharati	257
bhagavāti vigarahi buddha bhagavā pe	256
buddha bhagavā pe kathañhi nāma	256
vigarahi buddha bhagavā pe kathañhi	256
buddho bhagavā pe kathañhi nāma	256
vigarahi buddho bhagavā pe kathañhi	256
bhagavāti vigarahi buddho bhagavā pe	256
pasāda pe evañca pana bhikkhave	255
vā pasāda pe evañca pana	255
appasanna vā pasāda pe evañca	255
vā pasādāya pe evañca pana	255
appasannānaṃ vā pasādāya pe evañca	255
pasādāya pe evañca pana bhikkhave	255
saddhiṃ sammodi sammodanīya kathaṃ sāraṇīya	251
viharati ātāpī sampajāna satimant vineyya	248
ātāpī sampajāna satimant vineyya loka	248
sammodi sammodanīya kathaṃ sāraṇīya vītisāretvā	246
ātāpī sampajāno satimā vineyya loke	244
sampajāna satimant vineyya loka abhijjhādomanassa	243
sammodanīya kathaṃ sāraṇīya vītisāretvā ekamantaṃ	240
sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ	240
sampajāno satimā vineyya loke abhijjhādomanassaṃ	239
samaya bhagavā sāvatthī viharati jetavana	229
samayaṃ bhagavā sāvatthiyaṃ viharati jetavane	228
kathaṃ sāraṇīya vītisāretvā ekamantaṃ nisīdi	226
vā anicca vāti anicca bhante	221
tena kho pana samayena aññataro	221
pana bhikkhave imaṃ sikkhāpada uddisati	214
evañca pana bhikkhave imaṃ sikkhāpada	214
evañca pana bhikkhave imaṃ sikkhāpadaṃ	214
pana bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha	214
pe ayaṃ imasmiṃ attha adhippeta	206
vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinna	202
viharati ātāpī sampajāno satimā vineyya	202
sutaṃ eka samaya bhagavā sāvatthī	199
sāraṇīya vītisāretvā ekamantaṃ nisīdi ekamantaṃ	198
sutaṃ ekaṃ samayaṃ bhagavā sāvatthiyaṃ	198
brahmacariyaṃ kata karaṇīya nāpara itthattāyāti	197
vusita brahmacariyaṃ kata karaṇīya nāpara	197
vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ	197
brahmacariyaṃ kataṃ karaṇīyaṃ nāparaṃ itthattāyāti	197
khīṇa jāti vusita brahmacariyaṃ kata	196
jāti vusita brahmacariyaṃ kata karaṇīya	196
khīṇā jāti vusitaṃ brahmacariyaṃ kataṃ	196
jāti vusitaṃ brahmacariyaṃ kataṃ karaṇīyaṃ	196
saddhiṃ sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ	185
kho pana samaya aññatara bhikkhu	183
bhikkhū bhagavato paccassosi bhagavā etadavoca	183
kho pana samayena aññataro bhikkhu	183
bhikkhū bhagavato paccassosuṃ bhagavā etadavoca	183
te bhikkhū bhagavato paccassosi bhagavā	182
maraṇa sugatiṃ sagga loka upapajjati	182
te bhikkhū bhagavato paccassosuṃ bhagavā	182
mama nesohamasmi na meso attāti	181
netaṃ mama nesohamasmi na meso	181
netaṃ mama nesohamasmi na meso	181
sammodi sammodanīyaṃ kathaṃ sāraṇīyaṃ vītisāretvā	181
mama nesohamasmi na meso attāti	181
neva hoti na na hoti	177
na na hoti tathāgata paraṃ	177
hoti na na hoti tathāgata	177
na na hoti tathāgato paraṃ	177
hoti na na hoti tathāgato	177
neva hoti na na hoti	177
vā dukkhaṃ vā adukkhamasukha vā	173
apāyaṃ duggati vinipāta niraya upapajjati	173
sukhaṃ vā dukkhaṃ vā adukkhamasukha	173
vā dukkhaṃ vā adukkhamasukhaṃ vā	173
sukhaṃ vā dukkhaṃ vā adukkhamasukhaṃ	173
cetovimutti paññāvimutti diṭṭheva dhamma sayaṃ	171
nisīdi ekamantaṃ nisinna kho āyasmā	171
paññāvimutti diṭṭheva dhamma sayaṃ abhiññā	171
cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme sayaṃ	171
paññāvimuttiṃ diṭṭheva dhamme sayaṃ abhiññā	171
anāsava cetovimutti paññāvimutti diṭṭheva dhamma	170
na hoti tathāgata paraṃ maraṇāti	170
na hoti tathāgato paraṃ maraṇāti	170
anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva dhamme	170
khaya anāsava cetovimutti paññāvimutti diṭṭheva	169
khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ diṭṭheva	169
kathaṃ sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi	166
ekamantaṃ nisīdi ekamantaṃ nisinnaṃ kho	164
niccaṃ vā anicca vāti anicca	160
niccaṃ vā aniccaṃ vāti aniccaṃ	160
sāraṇīyaṃ vītisāretvā ekamantaṃ nisīdi ekamantaṃ	158
nisīdi ekamantaṃ nisinno kho āyasmā	158
pe evañca pana bhikkhave imaṃ	156
pe evañca pana bhikkhave imaṃ	156
vā aniccaṃ vāti aniccaṃ bhante	154
āsava khaya anāsava cetovimutti paññāvimutti	151
āsavānaṃ khayā anāsavaṃ cetovimuttiṃ paññāvimuttiṃ	151
netaṃ bhikkhave appasanna vā pasāda	149
netaṃ bhikkhave appasannānaṃ vā pasādāya	149
bhikkhave appasanna vā pasāda pe	148
bhikkhave appasannānaṃ vā pasādāya pe	148
tena kho pana samaya āyasmā	147
tena kho pana samayena āyasmā	147
te ujjhāyanti khiyyanti vipācenti kathañhi	142
te ujjhāyanti khiyyanti vipācenti kathañhi	142
tatra kho bhagavā bhikkhū āmantesi	140
tatra kho bhagavā bhikkhū āmantesi	140
vedayita sukhaṃ vā dukkhaṃ vā	139
uppajjati vedayita sukhaṃ vā dukkhaṃ	139
vedayitaṃ sukhaṃ vā dukkhaṃ vā	139
uppajjati vedayitaṃ sukhaṃ vā dukkhaṃ	139
sayaṃ abhiññā sacchikatvā upasampajja viharati	138
tassa kukkucca ahosi pe anāpatti	138
kukkucca ahosi pe anāpatti bhikkhu	138
tassa kukkuccaṃ ahosi pe anāpatti	138
kukkuccaṃ ahosi pe anāpatti bhikkhu	138
vītisāretvā ekamantaṃ nisīdi ekamantaṃ nisinno	138
kho bhikkhave pañca dhamma samannāgata	135
tena kho pana samaya chabbaggiya	134
pana bhikkhave bhikkhunī imaṃ sikkhāpada	134
bhikkhave bhikkhunī imaṃ sikkhāpada uddisati	134
evañca pana bhikkhave bhikkhunī imaṃ	134
evañca pana bhikkhave bhikkhuniyo imaṃ	134
pana bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ	134
bhikkhave bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu	134
tena kho pana samayena chabbaggiyā	133
bhāveti vivekanissita virāganissita nirodhanissita vossaggapariṇāmī	132
bhāveti vivekanissitaṃ virāganissitaṃ nirodhanissitaṃ vossaggapariṇāmiṃ	132
te bhikkhū appiccha pe te	131
ye te bhikkhū appiccha pe	131
bhikkhave samaṇa vā brāhmaṇa vā	131
ye te bhikkhū appicchā pe	131
te bhikkhū appicchā pe te	131
pe te ujjhāyanti khiyyanti vipācenti	130
appiccha pe te ujjhāyanti khiyyanti	130
bhagavatā saddhiṃ sammodi sammodanīya kathaṃ	130
bhikkhū appiccha pe te ujjhāyanti	130
appicchā pe te ujjhāyanti khiyyanti	130
pe te ujjhāyanti khiyyanti vipācenti	130
bhikkhū appicchā pe te ujjhāyanti	130
imaṃ sikkhāpada uddisati yo pana	129
netaṃ moghapurisa appasanna vā pasāda	129
na meso attāti evametaṃ yathābhūtaṃ	129
meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
nesohamasmi na meso attāti evametaṃ	129
bhikkhave imaṃ sikkhāpada uddisati yo	129
mama esohamasmi eso me attāti	129
etaṃ mama esohamasmi eso me	129
bhikkhave imaṃ sikkhāpadaṃ uddiseyyātha yo	129
na meso attāti evametaṃ yathābhūtaṃ	129
etaṃ mama esohamasmi eso me	129
imaṃ sikkhāpadaṃ uddiseyyātha yo pana	129
nesohamasmi na meso attāti evametaṃ	129
mama esohamasmi eso me attāti	129
meso attāti evametaṃ yathābhūtaṃ sammappaññāya	129
sikkhāpada uddisati yo pana bhikkhu	128
sikkhāpadaṃ uddiseyyātha yo pana bhikkhu	128
bhikkhave samaṇā vā brāhmaṇā vā	128
yena bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ	127
pe evañca pana bhikkhave bhikkhunī	125
imehi kho bhikkhave pañca dhamma	125
pe evañca pana bhikkhave bhikkhuniyo	125
imehi kho bhikkhave pañcahi dhammehi	125
bhagavā pe kathañhi nāma bhikkhave	124
bhagavā pe kathañhi nāma bhikkhave	124
so kāya bheda paraṃ maraṇa	123
moghapurisa appasanna vā pasāda pe	123
bhikkhunī imaṃ sikkhāpada uddisati yā	123
sikkhāpada uddisati yā pana bhikkhunī	123
imaṃ sikkhāpada uddisati yā pana	123
bhikkhuniyo imaṃ sikkhāpadaṃ uddisantu yā	123
so kāyassa bhedā paraṃ maraṇā	123
abhivādetvā ekamantaṃ nisīdi ekamantaṃ nisinnaṃ	123
imaṃ sikkhāpadaṃ uddisantu yā pana	123
sattā kāya bheda paraṃ maraṇa	121
sikkhāpadaṃ uddisantu yā pana bhikkhunī	121
sattā kāyassa bhedā paraṃ maraṇā	121
bhagavā tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā	121
ekamantaṃ aṭṭhāsi ekamantaṃ ṭhita kho	119
kho bhikkhave pañcahi dhammehi samannāgato	119
tenupasaṅkamiṃsu upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ	118
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā	117
kho pana samaya chabbaggiya bhikkhū	117
kho pana samayena chabbaggiyā bhikkhū	117
tā ujjhāyanti khiyyanti vipācenti kathañhi	116
eka samaya bhagavā rājagaha viharati	116
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ	116
tā ujjhāyanti khiyyanti vipācenti kathañhi	116
ekaṃ samayaṃ bhagavā rājagahe viharati	115
dukkhaṃ vā adukkhamasukha vā tampi	114
dukkhaṃ vā adukkhamasukhaṃ vā tampi	114
vutta bhagavatā iti me sutanti	113
yā tā bhikkhunī appiccha pe	113
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi	113
appiccha pe tā ujjhāyanti khiyyanti	113
tā bhikkhunī appiccha pe tā	113
bhikkhunī appiccha pe tā ujjhāyanti	113
pe tā ujjhāyanti khiyyanti vipācenti	113
yā panāti yā yādisa pe	113
vutto bhagavatā iti me sutanti	113
appicchā pe tā ujjhāyanti khiyyanti	113
bhikkhuniyo appicchā pe tā ujjhāyanti	113
pe tā ujjhāyanti khiyyanti vipācenti	113
tā bhikkhuniyo appicchā pe tā	113
yā panāti yā yādisā pe	113
yā tā bhikkhuniyo appicchā pe	113
bhagavā avoca tatthetaṃ iti vuccati	112
attha vutta bhagavatā iti me	112
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīya	112
vuttañhetaṃ bhagavatā vuttamarahatāti me sutaṃ	112
etamatthaṃ bhagavā avoca tatthetaṃ iti	112
ayampi attha vutta bhagavatā iti	112
ayaṃ imasmiṃ attha adhippeta bhikkhunīti	112
ayampi attho vutto bhagavatā iti	112
ayaṃ imasmiṃ atthe adhippetā bhikkhunīti	112
bhagavā avoca tatthetaṃ iti vuccati	112
etamatthaṃ bhagavā avoca tatthetaṃ iti	112
attho vutto bhagavatā iti me	112
vuttañhetaṃ bhagavatā vuttamarahatāti me sutaṃ	112
panāti yā yādisa pe bhikkhunīti	111
yā yādisa pe bhikkhunīti pe	111
kesamassu ohāretvā kāsāya vattha acchādetvā	111
tenupasaṅkami upasaṅkamitvā paññatta āsana nisīdi	111
yādisa pe bhikkhunīti pe ayaṃ	111
bhikkhunīti pe ayaṃ imasmiṃ attha	111
pe bhikkhunīti pe ayaṃ imasmiṃ	111
pe ayaṃ imasmiṃ atthe adhippetā	111
bhikkhunīti pe ayaṃ imasmiṃ atthe	111
kesamassuṃ ohāretvā kāsāyāni vatthāni acchādetvā	111
panāti yā yādisā pe bhikkhunīti	111
yādisā pe bhikkhunīti pe ayaṃ	111
yā yādisā pe bhikkhunīti pe	111
pe bhikkhunīti pe ayaṃ imasmiṃ	111
kāsāya vattha acchādetvā agāra anagāriyaṃ	109
iti yaṃ taṃ vutta idametaṃ	109
yaṃ taṃ vutta idametaṃ paṭicca	109
ohāretvā kāsāya vattha acchādetvā agāra	109
kāsāyāni vatthāni acchādetvā agārasmā anagāriyaṃ	109
yaṃ taṃ vuttaṃ idametaṃ paṭicca	109
ohāretvā kāsāyāni vatthāni acchādetvā agārasmā	109
iti yaṃ taṃ vuttaṃ idametaṃ	109
bhagavatā jānatā passanta arahatā sammāsambuddha	108
tena bhagavatā jānatā passanta arahatā	108
tena bhagavatā jānatā passatā arahatā	108
bhagavatā jānatā passatā arahatā sammāsambuddhena	108
yena bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā	107
kho bhagavā bhikkhū āmantesi bhikkhavoti	106
kho bhagavā bhikkhū āmantesi bhikkhavoti	106
apāyaṃ duggatiṃ vinipātaṃ nirayaṃ upapajjati	106
bhagavā tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ	106
bhadanteti te bhikkhū bhagavato paccassosi	105
bhadanteti te bhikkhū bhagavato paccassosuṃ	105
bhagavatā saddhiṃ sammodi sammodanīyaṃ kathaṃ	105
āmantesi bhikkhavoti bhadanteti te bhikkhū	104
kantā manāpa piyarūpa kāmūpasaṃhita rajanīya	104
bhikkhavoti bhadanteti te bhikkhū bhagavato	104
iṭṭha kantā manāpa piyarūpa kāmūpasaṃhita	104
bhikkhavoti bhadanteti te bhikkhū bhagavato	104
āmantesi bhikkhavoti bhadanteti te bhikkhū	104
iṭṭhā kantā manāpā piyarūpā kāmūpasaṃhitā	104
kantā manāpā piyarūpā kāmūpasaṃhitā rajanīyā	104
bhikkhū āmantesi bhikkhavoti bhadanteti te	103
tenupasaṅkami upasaṅkamitvā bhagavatā saddhiṃ sammodi	103
bhikkhū āmantesi bhikkhavoti bhadanteti te	103
vivicceva kāmehi vivicca akusala dhamma	102
vivicceva kāmehi vivicca akusalehi dhammehi	102
upasaṅkamitvā bhagavatā saddhiṃ sammodi sammodanīyaṃ	102
tenupasaṅkami upasaṅkamitvā paññatte āsane nisīdi	102
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti	101
bhagavā bhikkhū āmantesi bhikkhavoti bhadanteti	101
panetaṃ vutta kiñcetaṃ paṭicca vutta	100
iti kho panetaṃ vutta kiñcetaṃ	100
kho panetaṃ vutta kiñcetaṃ paṭicca	100
iti kho panetaṃ vuttaṃ kiñcetaṃ	100
panetaṃ vuttaṃ kiñcetaṃ paṭicca vuttaṃ	100
ekamantaṃ nisīdiṃsu ekamantaṃ nisinnā kho	100
kho panetaṃ vuttaṃ kiñcetaṃ paṭicca	100
anicca vāti anicca bhante yaṃ	99
kāmehi vivicca akusala dhamma savitakka	99
kāmehi vivicca akusalehi dhammehi savitakkaṃ	99
savicāra vivekaja pītisukha paṭhamaṃ jhāna	98
nisīdi ekamantaṃ nisinna kho te	98
dhamma savitakka savicāra vivekaja pītisukha	98
vivicca akusala dhamma savitakka savicāra	98
akusala dhamma savitakka savicāra vivekaja	98
savitakka savicāra vivekaja pītisukha paṭhamaṃ	98
upasaṅkamitvā bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu	98
savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ	98
dhammehi savitakkaṃ savicāraṃ vivekajaṃ pītisukhaṃ	98
savicāraṃ vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ	98
vivicca akusalehi dhammehi savitakkaṃ savicāraṃ	98
akusalehi dhammehi savitakkaṃ savicāraṃ vivekajaṃ	98
vāti anicca bhante yaṃ panāniccaṃ	97
vivekaja pītisukha paṭhamaṃ jhāna upasampajja	97
pācittiyanti yā panāti yā yādisa	97
bhagavantaṃ abhivādetvā ekamantaṃ nisīdiṃsu ekamantaṃ	97
pācittiyanti yā panāti yā yādisā	97
vivekajaṃ pītisukhaṃ paṭhamaṃ jhānaṃ upasampajja	97
dhamma samannāgata yathābhataṃ nikkhitta evaṃ	96
ādikalyāṇa majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana	96
panāti yo yādisa pe bhikkhūti	96
yo yādisa pe bhikkhūti pe	96
yo panāti yo yādisa pe	96
anicca vāti anicca bhante pe	96
ayaṃ imasmiṃ attha adhippeta bhikkhūti	96
dhammehi samannāgato yathābhataṃ nikkhitto evaṃ	96
panāti yo yādiso pe bhikkhūti	96
yo yādiso pe bhikkhūti pe	96
yo panāti yo yādiso pe	96
ayaṃ imasmiṃ atthe adhippeto bhikkhūti	96
pe bhikkhūti pe ayaṃ imasmiṃ	95
bhikkhūti pe ayaṃ imasmiṃ attha	95
yādisa pe bhikkhūti pe ayaṃ	95
yādiso pe bhikkhūti pe ayaṃ	95
pe bhikkhūti pe ayaṃ imasmiṃ	95
pe ayaṃ imasmiṃ atthe adhippeto	95
bhikkhūti pe ayaṃ imasmiṃ atthe	95
dhāretu ajjatagge pāṇupeta saraṇa gatanti	94
keci bhikkhave samaṇa vā brāhmaṇa	94
dhāretu ajjatagge pāṇupetaṃ saraṇaṃ gatanti	94
keci bhikkhave samaṇā vā brāhmaṇā	94
vā taṃ sukhaṃ vāti dukkhaṃ	92
atthaṅgamañca assādañca ādīnavañca nissaraṇañca yathābhūtaṃ	92
sammāsambuddha vijjācaraṇasampanna sugata lokavidū anuttara	92
taṃ vutta idametaṃ paṭicca vutta	92
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	92
sugata lokavidū anuttara purisadammasārathi satthā	92
lokavidū anuttara purisadammasārathi satthā devamanussā	92
arahaṃ sammāsambuddha vijjācaraṇasampanna sugata lokavidū	92
dukkhaṃ vā taṃ sukhaṃ vāti	92
anuttara purisadammasārathi satthā devamanussā buddha	92
vijjācaraṇasampanna sugata lokavidū anuttara purisadammasārathi	92
samāraka sabrahmaka sassamaṇabrāhmaṇa pajāya sadevamanussa	92
samudayañca atthaṅgamañca assādañca ādīnavañca nissaraṇañca	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ	92
panāniccaṃ dukkhaṃ vā taṃ sukhaṃ	92
atthaṅgamañca assādañca ādīnavañca nissaraṇañca yathābhūtaṃ	92
dukkhaṃ vā taṃ sukhaṃ vāti	92
anuttaro purisadammasārathi satthā devamanussānaṃ buddho	92
lokavidū anuttaro purisadammasārathi satthā devamanussānaṃ	92
sammāsambuddho vijjācaraṇasampanno sugato lokavidū anuttaro	92
taṃ vuttaṃ idametaṃ paṭicca vuttaṃ	92
yaṃ panāniccaṃ dukkhaṃ vā taṃ	92
arahaṃ sammāsambuddho vijjācaraṇasampanno sugato lokavidū	92
sugato lokavidū anuttaro purisadammasārathi satthā	92
vā taṃ sukhaṃ vāti dukkhaṃ	92
samudayañca atthaṅgamañca assādañca ādīnavañca nissaraṇañca	92
vijjācaraṇasampanno sugato lokavidū anuttaro purisadammasārathi	92
loka samāraka sabrahmaka sassamaṇabrāhmaṇa pajāya	91
bhanteti kho te bhikkhū bhagavato	91
evaṃ bhanteti kho te bhikkhū	91
dhammānupassī viharati ātāpī sampajāna satimant	91
atha kho bhikkhave vipassī bodhisatta	91
bhanteti kho te bhikkhū bhagavato	91
evaṃ bhanteti kho te bhikkhū	91
sayaṃ abhiññā sacchikatvā upasampajja viharati	91
taṃ sukhaṃ vāti dukkhaṃ bhante	90
ekamantaṃ nisinna kho te bhikkhū	90
sukhaṃ vāti dukkhaṃ bhante yaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vā	90
vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhamma	90
uṭṭhāyāsanā bhagavant abhivādetvā padakkhiṇaṃ katvā	90
anicca bhante yaṃ panāniccaṃ dukkhaṃ	90
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
kāyānupassī viharati ātāpī sampajāna satimant	90
bhante yaṃ panāniccaṃ dukkhaṃ vā	90
sukhaṃ vāti dukkhaṃ bhante yaṃ	90
taṃ sukhaṃ vāti dukkhaṃ bhante	90
dukkhaṃ bhante yaṃ panāniccaṃ dukkhaṃ	90
bhante yaṃ panāniccaṃ dukkhaṃ vipariṇāmadhammaṃ	90
vāti dukkhaṃ bhante yaṃ panāniccaṃ	90
uṭṭhāyāsanā bhagavantaṃ abhivādetvā padakkhiṇaṃ katvā	90
attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabba	89
abhivādetvā ekamantaṃ aṭṭhāsi ekamantaṃ ṭhita	89
suṇāti sādhukaṃ manasi karoti bhāsissāmīti	89
attāti evametaṃ yathābhūtaṃ sammappaññāya daṭṭhabbaṃ	89
suṇātha sādhukaṃ manasi karotha bhāsissāmīti	89
dhamma dhammānupassī viharati ātāpī sampajāna	88
atha kho bhagavā etamatthaṃ viditvā	88
pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa parisuddha	88
bhagavā rājagaha viharati veḷuvana kalandakanivāpa	88
tāyaṃ velā imaṃ udānaṃ udānesi	88
hoti tathāgata paraṃ maraṇāti vā	88
sāttha sabyañjana kevalaparipuṇṇa parisuddha brahmacariyaṃ	88
majjhekalyāṇa pariyosānakalyāṇa sāttha sabyañjana kevalaparipuṇṇa	88
hoti tathāgato paraṃ maraṇāti vā	88
bhagavā rājagahe viharati veḷuvane kalandakanivāpe	88
tāyaṃ velāyaṃ imaṃ udānaṃ udānesi	88
atha kho bhagavā etamatthaṃ viditvā	88
atha kho bhikkhave vipassissa bodhisattassa	88
evaṃ samāhita citta parisuddha pariyodāta	87
chandaṃ janeti vāyamati vīriya ārabhati	87
pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya	87
kāye kāyānupassī viharati ātāpī sampajāna	87
te kāya bheda paraṃ maraṇa	87
vigatūpakkilesa mudubhūta kammaniya ṭhita āneñjappatta	87
anaṅgaṇa vigatūpakkilesa mudubhūta kammaniya ṭhita	87
tena kho pana samaya sambahula	87
kho bhagavā etamatthaṃ viditvā tāyaṃ	87
bhagavā etamatthaṃ viditvā tāyaṃ velā	87
citta parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa	87
parisuddha pariyodāta anaṅgaṇa vigatūpakkilesa mudubhūta	87
samāhita citta parisuddha pariyodāta anaṅgaṇa	87
bhagavā etamatthaṃ viditvā tāyaṃ velāyaṃ	87
pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye	87
citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese	87
anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite	87
evaṃ samāhite citte parisuddhe pariyodāte	87
parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte	87
te kāyassa bhedā paraṃ maraṇā	87
samāhite citte parisuddhe pariyodāte anaṅgaṇe	87
kho bhagavā etamatthaṃ viditvā tāyaṃ	87
vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte	87
khiyyanti vipācenti kathañhi nāma bhikkhunī	86
kho so bhikkhu bhagavant etadavoca	85
vāyamati vīriya ārabhati citta paggaṇhāti	85
vīriya ārabhati citta paggaṇhāti padahati	85
iti sākāraṃ sauddesaṃ anekavihita pubbenivāsa	85
nāhaṃ bhikkhave aññaṃ ekadhammampi samanupassati	85
janeti vāyamati vīriya ārabhati citta	85
ekamantaṃ nisinna kho so bhikkhu	85
kho so bhikkhu bhagavantaṃ etadavoca	85
vāyamati vīriyaṃ ārabhati cittaṃ paggaṇhāti	85
iti sākāraṃ sauddesaṃ anekavihitaṃ pubbenivāsaṃ	85
ekamantaṃ nisinno kho so bhikkhu	85
chandaṃ janeti vāyamati vīriyaṃ ārabhati	85
vīriyaṃ ārabhati cittaṃ paggaṇhāti padahati	85
janeti vāyamati vīriyaṃ ārabhati cittaṃ	85
nāhaṃ bhikkhave aññaṃ ekadhammampi samanupassāmi	85
hoti ca na ca hoti	84
sadevaka loka samāraka sabrahmaka sassamaṇabrāhmaṇa	84
pītisukha paṭhamaṃ jhāna upasampajja viharati	84
dibba cakkhu visuddha atikkantamānusaka satta	84
